,Unnamed: 0.1,Unnamed: 0,school_type,address,phone_number,fax_number,school_email,management_email,office_email,website,miur_code,school_name,school_id,institute_id,institute_id_number,municipalityISTITUTO,institute_uri,stage
197,197,197,F.P.S.M. Delegation,"Via Paradiso, 1",0461-766315,,telve.presidente@fpsm.tn.it,,telve.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TELVE,30164,/Scuole/Scuola-dell-infanzia-di-Telve2,88,Telve,SCUOLA DELL'INFANZIA DI TELVE,Kindergarten
198,198,198,F.P.S.M. Delegation,"Via Brocchetti, 53",0464-503034,,tenno.presidente@fpsm.tn.it,,tenno.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TENNO,30166,/Scuole/Scuola-dell-infanzia-di-Tenno2,89,Tenno,SCUOLA DELL'INFANZIA DI TENNO,Kindergarten
199,199,199,F.P.S.M. Delegation,"Via Marconi, 8/A",0461-769192,,tezze.presidente@fpsm.tn.it,,tezze.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TEZZE VALSUGANA,30170,/Scuole/Scuola-dell-infanzia-di-Tezze-Valsugana2,90,Grigno,SCUOLA DELL'INFANZIA DI TEZZE VALSUGANA,Kindergarten
200,200,200,F.P.S.M. Delegation,"Via Fuganti - Tonadico, 8",0439-762062,,tonadico.segretario@fpsm.tn.it,,tonadico.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TONADICO,30172,/Scuole/Scuola-dell-infanzia-di-Tonadico2,91,Primiero San Martino di Castrozza,SCUOLA DELL'INFANZIA DI TONADICO,Kindergarten
201,201,201,F.P.S.M. Delegation,"Via Don Davide Gioppi, 72",0464-505159,,torbole.presidente@fpsm.tn.it,,torbole.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TORBOLE,30174,/Scuole/Scuola-dell-infanzia-di-Torbole2,92,Nago-Torbole,SCUOLA DELL'INFANZIA DI TORBOLE,Kindergarten
202,202,202,F.P.S.M. Delegation,"Via Della Fontana, 15",0461-760796,,torcegno.presidente@fpsm.tn.it,,torcegno.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TORCEGNO,30176,/Scuole/Scuola-dell-infanzia-di-Torcegno2,93,Torcegno,SCUOLA DELL'INFANZIA DI TORCEGNO,Kindergarten
203,203,203,F.P.S.M. Delegation,"Piazza Municipio - Transacqua, 11",0439-62313,,transacqua.presidente@fpsm.tn.it,,transacqua.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TRANSACQUA,30178,/Scuole/Scuola-dell-infanzia-di-Transacqua2,94,Primiero San Martino di Castrozza,SCUOLA DELL'INFANZIA DI TRANSACQUA,Kindergarten
204,204,204,F.P.S.M. Delegation,"Via Asilo Pedrotti, 2",0461-914039,,trento.pedrotti.presidente@fpsm.tn.it,,trento.pedrotti.segretario@fpsm.tn.it,,,"SCUOLA DELL'INFANZIA DI TRENTO ""PEDROTTI""",30182,/Scuole/Scuola-dell-infanzia-di-Trento-Pedrotti2,95,Trento,"SCUOLA DELL'INFANZIA DI TRENTO ""PEDROTTI""",Kindergarten
205,205,205,F.P.S.M. Delegation,"Via Dei Paradisi, 4",0461-1482248,,trento.canossiane.segretario@fpsm.tn.it,,trento.canossiane.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TRENTO CANOSSIANE,30186,/Scuole/Scuola-dell-infanzia-di-Trento-Canossiane2,96,Trento,SCUOLA DELL'INFANZIA DI TRENTO CANOSSIANE,Kindergarten
206,206,206,F.P.S.M. Delegation,"Viale Dei Tigli, 9/1",0461-924555,,trento.s.bartolomeo.segretario@fpsm.tn.it,,trento.s.bartolomeo.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TRENTO S. BARTOLOMEO,30188,/Scuole/Scuola-dell-infanzia-di-Trento-S.-Bartolomeo2,97,Trento,SCUOLA DELL'INFANZIA DI TRENTO S. BARTOLOMEO,Kindergarten
207,207,207,F.P.S.M. Delegation,"Via Kofler, 10",+39 0461 235069,+39 0461 983903,cognola.segretario@fpsm.tn.it,,cognola.segretario@fpsm.tn.it,,,"SCUOLA DELL'INFANZIA DI TRENTO COGNOLA ""B. KOFLER""",30194,/Scuole/Scuola-dell-infanzia-di-Trento-Cognola-B.-Kofler2,98,Trento,"SCUOLA DELL'INFANZIA DI TRENTO COGNOLA ""B. KOFLER""",Kindergarten
208,208,208,F.P.S.M. Delegation,"Via Einaudi, 66",0461-923464,,trento.clarina.presidente@fpsm.tn.it,,trento.clarina.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TRENTO LA CLARINA,30196,/Scuole/Scuola-dell-infanzia-di-Trento-La-Clarina2,99,Trento,SCUOLA DELL'INFANZIA DI TRENTO LA CLARINA,Kindergarten
209,209,209,F.P.S.M. Delegation,"Via per Cognola, 43",+39 0461 260977,+39 0461 983903,cognola.segretario@fpsm.tn.it,,trento.san.dona.segretario@fpsm.tn.it,,,"SCUOLA DELL'INFANZIA DI TRENTO SAN DONÀ ""B. KOFLER""",30198,/Scuole/Scuola-dell-infanzia-di-Trento-San-Dona-B.-Kofler2,100,Trento,"SCUOLA DELL'INFANZIA DI TRENTO SAN DONÀ ""B. KOFLER""",Kindergarten
210,210,210,F.P.S.M. Delegation,"Via Marconi - Tuenno, 2",0463-451238,,tuenno.presidente@fpsm.tn.it,,tuenno.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TUENNO,30200,/Scuole/Scuola-dell-infanzia-di-Tuenno2,101,Ville d'Anaunia,SCUOLA DELL'INFANZIA DI TUENNO,Kindergarten
211,211,211,F.P.S.M. Delegation,"Via Sega, 5",0464-521350,,varone.presidente@fpsm.tn.it,,varone.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI VARONE,30202,/Scuole/Scuola-dell-infanzia-di-Varone2,102,Riva del Garda,SCUOLA DELL'INFANZIA DI VARONE,Kindergarten
212,212,212,F.P.S.M. Delegation,"Via di S Pietro, 26",0463-758141,,vermiglio.presidente@fpsm.tn.it,,vermiglio.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI VERMIGLIO,30204,/Scuole/Scuola-dell-infanzia-di-Vermiglio2,103,Vermiglio,SCUOLA DELL'INFANZIA DI VERMIGLIO,Kindergarten
213,213,213,F.P.S.M. Delegation,"Via Dante - Vezzano, 24",0461-864918,,vezzano.presidente@fpsm.tn.it,,vezzano.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI VEZZANO,30206,/Scuole/Scuola-dell-infanzia-di-Vezzano2,104,Vallelaghi,SCUOLA DELL'INFANZIA DI VEZZANO,Kindergarten
214,214,214,F.P.S.M. Delegation,"Via Scuola Materna, 1",0461-566061,,vigo.cavedine.presidente@fpsm.tn.it,,vigo.cavedine.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI VIGO CAVEDINE,30208,/Scuole/Scuola-dell-infanzia-di-Vigo-Cavedine2,105,Cavedine,SCUOLA DELL'INFANZIA DI VIGO CAVEDINE,Kindergarten
215,215,215,F.P.S.M. Delegation,"Via Madonna Dei Prati, 3",0461-448252,,vigo.meano.contabile@fpsm.tn.it,,vigo.meano.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI VIGO CORTESANO,30210,/Scuole/Scuola-dell-infanzia-di-Vigo-Cortesano2,106,Trento,SCUOLA DELL'INFANZIA DI VIGO CORTESANO,Kindergarten
216,216,216,F.P.S.M. Delegation,"Frazione Vigo Lomaso - Lomaso, 1",0465-701249,,vigo.lomaso.presidente@fpsm.tn.it,,vigo.lomaso.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI VIGO LOMASO,30212,/Scuole/Scuola-dell-infanzia-di-Vigo-Lomaso2,107,Comano Terme,SCUOLA DELL'INFANZIA DI VIGO LOMASO,Kindergarten
217,217,217,F.P.S.M. Delegation,"Via del Loghét, 69",0461-990050,,ghiaie.segretario@fpsm.tn.it,,ghiaie.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI GHIAIE DI GARDOLO,30010,/Scuole/Scuola-dell-infanzia-di-Ghiaie-di-Gardolo2,108,Trento,SCUOLA DELL'INFANZIA DI GHIAIE DI GARDOLO,Kindergarten
218,218,218,F.P.S.M. Delegation,"Via Nazario Sauro, 25",0461-765333,,grigno.presidente@fpsm.tn.it,,grigno.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI GRIGNO,30012,/Scuole/Scuola-dell-infanzia-di-Grigno2,109,Grigno,SCUOLA DELL'INFANZIA DI GRIGNO,Kindergarten
219,219,219,F.P.S.M. Delegation,"Piazza delle Nogare, 2",0461-532285,,ischia.presidente@fpsm.tn.it,,ischia.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI ISCHIA DI PERGINE,30014,/Scuole/Scuola-dell-infanzia-di-Ischia-di-Pergine2,110,Pergine Valsugana,SCUOLA DELL'INFANZIA DI ISCHIA DI PERGINE,Kindergarten
220,220,220,F.P.S.M. Delegation,"Via S Rocco, 14",0461-697101,,lona.presidente@fpsm.tn.it,,lona.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI LONA,30022,/Scuole/Scuola-dell-infanzia-di-Lona2,111,Lona-Lases,SCUOLA DELL'INFANZIA DI LONA,Kindergarten
221,221,221,F.P.S.M. Delegation,"Via Serafini - Madonna di Campiglio, 13",0465-442779,+39 0465 442779,madonna.campiglio.segretario@fpsm.tn.it,,madonna.campiglio.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MADONNA DI CAMPIGLIO,30024,/Scuole/Scuola-dell-infanzia-di-Madonna-di-Campiglio2,112,Tre Ville,SCUOLA DELL'INFANZIA DI MADONNA DI CAMPIGLIO,Kindergarten
222,222,222,F.P.S.M. Delegation,"Via D Oltrefersina, 54",0461-552109,,madrano.segretario@fpsm.tn.it,,madrano.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MADRANO,30026,/Scuole/Scuola-dell-infanzia-di-Madrano2,113,Pergine Valsugana,SCUOLA DELL'INFANZIA DI MADRANO,Kindergarten
223,223,223,F.P.S.M. Delegation,"Via Don Rauzi, 6",0463-901925,,male.presidente@fpsm.tn.it,,male.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MALÈ,30028,/Scuole/Scuola-dell-infanzia-di-Male2,114,Malè,SCUOLA DELL'INFANZIA DI MALÈ,Kindergarten
224,224,224,F.P.S.M. Delegation,"Piazza S Margherita, 2",0461-764505,,marter.segretario@fpsm.tn.it,,marter.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MARTER,30032,/Scuole/Scuola-dell-infanzia-di-Marter2,115,Roncegno Terme,SCUOLA DELL'INFANZIA DI MARTER,Kindergarten
225,225,225,F.P.S.M. Delegation,"Via Sabbionare, 3",0461-820233,,martignano.segretario@fpsm.tn.it,,martignano.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MARTIGNANO,30034,/Scuole/Scuola-dell-infanzia-di-Martignano-D.-Leone-Serafini2,116,Trento,"SCUOLA DELL'INFANZIA DI MARTIGNANO ""D. LEONE SERAFINI""",Kindergarten
226,226,226,F.P.S.M. Delegation,"Via Maffei - San Martino, 2",0464-517719,,massone.presidente@fpsm.tn.it,,massone.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MASSONE,30038,/Scuole/Scuola-dell-infanzia-di-Massone2,117,Arco,SCUOLA DELL'INFANZIA DI MASSONE,Kindergarten
227,227,227,F.P.S.M. Delegation,"Via Don Luigi Borghesi, 35",0463-421247,,mechel.presidente@fpsm.tn.it,,mechel.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MECHEL,30040,/Scuole/Scuola-dell-infanzia-di-Mechel2,118,Cles,SCUOLA DELL'INFANZIA DI MECHEL,Kindergarten
228,228,228,F.P.S.M. Delegation,"Via IV Novembre, 16",0439-67027,,mezzano.contabile@fpsm.tn.it,,mezzano.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MEZZANO,30042,/Scuole/Scuola-dell-infanzia-di-Mezzano2,119,Mezzano,SCUOLA DELL'INFANZIA DI MEZZANO,Kindergarten
229,229,229,F.P.S.M. Delegation,"Via S Giovanni Bosco, 4",0461-603933,,mezzocorona.presidente@fpsm.tn.it,,mezzocorona.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MEZZOCORONA,30044,/Scuole/Scuola-dell-infanzia-di-Mezzocorona2,120,Mezzocorona,SCUOLA DELL'INFANZIA DI MEZZOCORONA,Kindergarten
230,230,230,F.P.S.M. Delegation,"Corso del Popolo, 34/B",0461-601324,,mezzolombardo.presidente@fpsm.tn.it,,mezzolombardo.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MEZZOLOMBARDO,30046,/Scuole/Scuola-dell-infanzia-di-Mezzolombardo2,121,Mezzolombardo,SCUOLA DELL'INFANZIA DI MEZZOLOMBARDO,Kindergarten
231,231,231,F.P.S.M. Delegation,"Strada don Giovanni Jori, 10",0462-573277,,moena.presidente@fpsm.tn.it,,moena.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MOENA,30048,/Scuole/Scuola-dell-infanzia-di-Moena2,122,Moena,SCUOLA DELL'INFANZIA DI MOENA,Kindergarten
232,232,232,F.P.S.M. Delegation,"Via Sartori - Molina di Ledro, 25",0464-508477,,molina.ledro.presidente@fpsm.tn.it,,molina.ledro.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MOLINA DI LEDRO,30050,/Scuole/Scuola-dell-infanzia-di-Molina-di-Ledro2,123,Ledro,SCUOLA DELL'INFANZIA DI MOLINA DI LEDRO,Kindergarten
233,233,233,F.P.S.M. Delegation,"Via Della Pausa - Mollaro, 1",0463-469224,,mollaro.contabile@fpsm.tn.it,,mollaro.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MOLLARO,30052,/Scuole/Scuola-dell-infanzia-di-Mollaro2,124,Predaia,SCUOLA DELL'INFANZIA DI MOLLARO,Kindergarten
234,234,234,F.P.S.M. Delegation,"Piazza S Carlo, 20",0461-586969,,molveno.presidente@fpsm.tn.it,,molveno.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MOLVENO,30054,/Scuole/Scuola-dell-infanzia-di-Molveno2,125,Molveno,SCUOLA DELL'INFANZIA DI MOLVENO,Kindergarten
235,235,235,F.P.S.M. Delegation,"Via Capitano Santuari, 1",0461-698351,,sover.presidente@fpsm.tn.it,,sover.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MONTESOVER,30056,/Scuole/Scuola-dell-infanzia-di-Montesover2,126,Sover,SCUOLA DELL'INFANZIA DI MONTESOVER,Kindergarten
236,236,236,F.P.S.M. Delegation,"Via Scuole, 3",0464-918156,,mori.segretario@fpsm.tn.it,,mori.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MORI,30058,/Scuole/Scuola-dell-infanzia-di-Mori2,127,Mori,SCUOLA DELL'INFANZIA DI MORI,Kindergarten
237,237,237,F.P.S.M. Delegation,"Localita Tezze - Nago,",0464-506097,,nago.segretario@fpsm.tn.it,,nago.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI NAGO,30060,/Scuole/Scuola-dell-infanzia-di-Nago2,128,Nago-Torbole,SCUOLA DELL'INFANZIA DI NAGO,Kindergarten
238,238,238,F.P.S.M. Delegation,"Via Del Car, 40",0464-802944,,ronzo.chienis.presidente@fpsm.tn.it,,ronzo.chienis.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI RONZO-CHIENIS,30116,/Scuole/Scuola-dell-infanzia-di-Ronzo-Chienis2,129,Ronzo-Chienis,SCUOLA DELL'INFANZIA DI RONZO-CHIENIS,Kindergarten
239,239,239,Autonomous Manegement,"Via S Maria, 58",0464-420061,,asilovannetti@pec.it,,asilovannetti@gmail.com,,,"SCUOLA DELL'INFANZIA DI ROVERETO ""CLEMENTINO VANNETTI""",30118,/Scuole/Scuola-dell-infanzia-di-Rovereto-Clementino-Vannetti2,130,Rovereto,"SCUOLA DELL'INFANZIA DI ROVERETO ""CLEMENTINO VANNETTI""",Kindergarten
240,240,240,F.P.S.M. Delegation,"Corso Rosmini, 3",0464-421541,,rovereto.rosmini.presidente@fpsm.tn.it,,rovereto.rosmini.segretario@fpsm.tn.it,,,"SCUOLA DELL'INFANZIA DI ROVERETO ""ROSMINI""",30120,/Scuole/Scuola-dell-infanzia-di-Rovereto-Rosmini2,131,Rovereto,"SCUOLA DELL'INFANZIA DI ROVERETO ""ROSMINI""",Kindergarten
241,241,241,F.P.S.M. Delegation,"Frazione Santa Croce di Bleggio Inferiore, 7",0465-779900,,s.croce.presidente@fpsm.tn.it,,s.croce.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI S. CROCE BLEGGIO,30122,/Scuole/Scuola-dell-infanzia-di-S.-Croce-Bleggio2,132,Comano Terme,SCUOLA DELL'INFANZIA DI S. CROCE BLEGGIO,Kindergarten
242,242,242,F.P.S.M. Delegation,"Strada del Toat - San Lorenzo, 4",0465-734005,,san.lorenzo.banale.segretario@fpsm.tn.it,,san.lorenzo.banale.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI S. LORENZO IN BANALE,30124,/Scuole/Scuola-dell-infanzia-di-S.-Lorenzo-in-Banale2,133,San Lorenzo Dorsino,SCUOLA DELL'INFANZIA DI S. LORENZO IN BANALE,Kindergarten
243,243,243,F.P.S.M. Delegation,"Via Gazzoletti - Santa Margherita, 35",0464-696494,,s.margherita.presidente@fpsm.tn.it,,s.margherita.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI S. MARGHERITA DI ALA,30126,/Scuole/Scuola-dell-infanzia-di-S.-Margherita-di-Ala2,134,Ala,SCUOLA DELL'INFANZIA DI S. MARGHERITA DI ALA,Kindergarten
244,244,244,F.P.S.M. Delegation,"Piazza Conciliazione, 3/B",0464-683225,,sabbionara.presidente@fpsm.tn.it,,sabbionara.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI SABBIONARA,30128,/Scuole/Scuola-dell-infanzia-di-Sabbionara2,135,Avio,SCUOLA DELL'INFANZIA DI SABBIONARA,Kindergarten
245,245,245,F.P.S.M. Delegation,"Via Laghetto - San Martino Di Castrozza, 30",0439-768666,,s.martino.castrozza.presidente@fpsm.tn.it,,s.martino.castrozza.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI SAN MARTINO DI C.,30130,/Scuole/Scuola-dell-infanzia-di-San-Martino-di-C2,136,Primiero San Martino di Castrozza,SCUOLA DELL'INFANZIA DI SAN MARTINO DI C.,Kindergarten
246,246,246,F.P.S.M. Delegation,"Via Caffaro - Sarche - Calavino, 6",0461-564028,,sarche.presidente@fpsm.tn.it,,sarche.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI SARCHE,30132,/Scuole/Scuola-dell-infanzia-di-Sarche2,137,Madruzzo,SCUOLA DELL'INFANZIA DI SARCHE,Kindergarten
247,247,247,F.P.S.M. Delegation,"Via Visintainer, 15",0461-762268,,scurelle.presidente@fpsm.tn.it,,scurelle.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI SCURELLE,30134,/Scuole/Scuola-dell-infanzia-di-Scurelle2,138,Scurelle,SCUOLA DELL'INFANZIA DI SCURELLE,Kindergarten
248,248,248,F.P.S.M. Delegation,"Via Sonora - Segno - Taio, 18",0463-468064,,segno.presidente@fpsm.tn.it,,segno.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI SEGNO,30136,/Scuole/Scuola-dell-infanzia-di-Segno2,139,Predaia,SCUOLA DELL'INFANZIA DI SEGNO,Kindergarten
249,249,249,F.P.S.M. Delegation,"Frazione Stedro, 80",327-3311981,,segonzano.presidente@fpsm.tn.it,,segonzano.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI SEGONZANO,30138,/Scuole/Scuola-dell-infanzia-di-Segonzano2,140,Segonzano,SCUOLA DELL'INFANZIA DI SEGONZANO,Kindergarten
250,250,250,F.P.S.M. Delegation,"Via Ingenger Tomasi - Serravalle, 5",0464-696304,,serravalle.presidente@fpsm.tn.it,,serravalle.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI SERRAVALLE,30140,/Scuole/Scuola-dell-infanzia-di-Serravalle2,141,Ala,SCUOLA DELL'INFANZIA DI SERRAVALLE,Kindergarten
251,251,251,F.P.S.M. Delegation,"Via Asilo - Siror, 1",0439-62790,,siror.presidente@fpsm.tn.it,,siror.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI SIROR,30144,/Scuole/Scuola-dell-infanzia-di-Siror2,142,Primiero San Martino di Castrozza,SCUOLA DELL'INFANZIA DI SIROR,Kindergarten
252,252,252,F.P.S.M. Delegation,"Via Torre - Smarano, 6",0463-536702,,smarano.presidente@fpsm.tn.it,,smarano.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI SMARANO,30146,/Scuole/Scuola-dell-infanzia-di-Smarano2,143,Predaia,SCUOLA DELL'INFANZIA DI SMARANO,Kindergarten
253,253,253,F.P.S.M. Delegation,"Via Canelli - Sopramonte, 5",0461-867021,,sopramonte.presidente@fpsm.tn.it,,sopramonte.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI SOPRAMONTE,30148,/Scuole/Scuola-dell-infanzia-di-Sopramonte2,144,Trento,SCUOLA DELL'INFANZIA DI SOPRAMONTE,Kindergarten
254,254,254,F.P.S.M. Delegation,"Via S Vigilio, 5",0465-801326,,spiazzo.rendena.contabile@fpsm.tn.it,,spiazzo.rendena.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI SPIAZZO RENDENA,30150,/Scuole/Scuola-dell-infanzia-di-Spiazzo-Rendena2,145,Spiazzo,SCUOLA DELL'INFANZIA DI SPIAZZO RENDENA,Kindergarten
255,255,255,F.P.S.M. Delegation,"Via dell Asilo, 2",0461-653390,,spormaggiore.contabile@fpsm.tn.it,,spormaggiore.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI SPORMAGGIORE,30152,/Scuole/Scuola-dell-infanzia-di-Spormaggiore2,146,Spormaggiore,SCUOLA DELL'INFANZIA DI SPORMAGGIORE,Kindergarten
256,256,256,F.P.S.M. Delegation,"Piazza Dante, 15",0465-771019,,stenico.presidente@fpsm.tn.it,,stenico.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI STENICO,30154,/Scuole/Scuola-dell-infanzia-di-Stenico2,147,Stenico,SCUOLA DELL'INFANZIA DI STENICO,Kindergarten
257,257,257,F.P.S.M. Delegation,"Via S Floriano, 22",0465-296084,,storo.presidente@fpsm.tn.it,,storo.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI STORO,30156,/Scuole/Scuola-dell-infanzia-di-Storo2,148,Storo,SCUOLA DELL'INFANZIA DI STORO,Kindergarten
258,258,258,F.P.S.M. Delegation,"Piazza IV Novembre - Strigno, 11",0461-762327,,strigno.presidente@fpsm.tn.it,,strigno.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI STRIGNO,30158,/Scuole/Scuola-dell-infanzia-di-Strigno2,149,Castel Ivano,SCUOLA DELL'INFANZIA DI STRIGNO,Kindergarten
259,259,259,F.P.S.M. Delegation,"Via Dell Asilo, 5",0461-538471,,susa.presidente@fpsm.tn.it,,susa.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI SUSÀ,30160,/Scuole/Scuola-dell-infanzia-di-Susa2,150,Pergine Valsugana,SCUOLA DELL'INFANZIA DI SUSÀ,Kindergarten
260,260,260,F.P.S.M. Delegation,"Viale Trento, 4",0465-501433,,carisolo.presidente@fpsm.tn.it,,carisolo.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI CARISOLO,29960,/Scuole/Scuola-dell-infanzia-di-Carisolo2,151,Carisolo,SCUOLA DELL'INFANZIA DI CARISOLO,Kindergarten
261,261,261,F.P.S.M. Delegation,"Via della Pontara - Casez, 10",0463-434219,,casez.presidente@fpsm.tn.it,,casez.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI CASEZ,29962,/Scuole/Scuola-dell-infanzia-di-Casez2,152,Sanzeno,SCUOLA DELL'INFANZIA DI CASEZ,Kindergarten
262,262,262,F.P.S.M. Delegation,"Via Caduti, 1",0464-801242,,castellano.presidente@fpsm.tn.it,,castellano.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI CASTELLANO,29964,/Scuole/Scuola-dell-infanzia-di-Castellano2,153,Villa Lagarina,SCUOLA DELL'INFANZIA DI CASTELLANO,Kindergarten
263,263,263,F.P.S.M. Delegation,"Via Latemar, 2",0462-341153,,castello.fiemme.segretario@fpsm.tn.it,,castello.fiemme.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI CASTELLO DI FIEMME,29966,/Scuole/Scuola-dell-infanzia-di-Castello-Di-Fiemme2,154,Castello-Molina di Fiemme,SCUOLA DELL'INFANZIA DI CASTELLO DI FIEMME,Kindergarten
264,264,264,F.P.S.M. Delegation,"Via IV Novembre, 19",0461-568548,,cavedine.presidente@fpsm.tn.it,,cavedine.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI CAVEDINE,29972,/Scuole/Scuola-dell-infanzia-di-Cavedine2,155,Cavedine,SCUOLA DELL'INFANZIA DI CAVEDINE,Kindergarten
265,265,265,F.P.S.M. Delegation,"Piazza Zanotelli - Cembra, 1",0461-680173,,cembra.presidente@fpsm.tn.it,,cembra.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI CEMBRA,29974,/Scuole/Scuola-dell-infanzia-di-Cembra2,156,Cembra Lisignago,SCUOLA DELL'INFANZIA DI CEMBRA,Kindergarten
266,266,266,F.P.S.M. Delegation,"Via Canestrini - Chizzola, 1",0464-696397,,chizzola.presidente@fpsm.tn.it,,chizzola.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI CHIZZOLA,29976,/Scuole/Scuola-dell-infanzia-di-Chizzola2,157,Ala,SCUOLA DELL'INFANZIA DI CHIZZOLA,Kindergarten
267,267,267,F.P.S.M. Delegation,"Via Mattioli, 13",0463-625164,,cles.presidente@fpsm.tn.it,,cles.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI CLES,29978,/Scuole/Scuola-dell-infanzia-di-Cles2,158,Cles,SCUOLA DELL'INFANZIA DI CLES,Kindergarten
268,268,268,F.P.S.M. Delegation,"Via di S Stefano, 2/A",0463-1980632,,cloz.brez.presidente@fpsm.tn.it,,cloz.brez.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI CLOZ E BREZ,29980,/Scuole/Scuola-dell-infanzia-di-Cloz-e-Brez2,159,Novella,SCUOLA DELL'INFANZIA DI CLOZ E BREZ,Kindergarten
269,269,269,F.P.S.M. Delegation,"Via Roma - Condino, 37",0465-621009,,condino.presidente@fpsm.tn.it,,condino.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI CONDINO,29982,/Scuole/Scuola-dell-infanzia-di-Condino2,160,Borgo Chiese,SCUOLA DELL'INFANZIA DI CONDINO,Kindergarten
270,270,270,F.P.S.M. Delegation,"Via delle antiche fontane - Coredo, 20",0463-536416,,coredo.segretario@fpsm.tn.it,,coredo.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI COREDO,29984,/Scuole/Scuola-dell-infanzia-di-Coredo2,161,Predaia,SCUOLA DELL'INFANZIA DI COREDO,Kindergarten
