,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tipo_instituto,indirizzo,telefono,fax,email_istituto,email_dirigenza,email_segreteria,sito_web,miur_code,numero_plessi_scuole,nome_istituto,id_istituto,id_number,municipality,uri
69,69,69,69,Kindergarten,"Via XX Settembre, 5",+39 347 0362437,,ospedaletto.presidente@fpsm.tn.it,,ospedaletto.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI OSPEDALETTO,/Scuole/Scuola-dell-infanzia-di-Ospedaletto2,69,Ospedaletto,SCUOLA DELL'INFANZIA DI OSPEDALETTO
70,70,70,70,Kindergarten,"Via alle Cime - Padergnone, 14",0461-864358,,padergnone.presidente@fpsm.tn.it,,padergnone.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI PADERGNONE,/Scuole/Scuola-dell-infanzia-di-Padergnone2,70,Vallelaghi,SCUOLA DELL'INFANZIA DI PADERGNONE
71,71,71,71,Kindergarten,"Piazza Chiesa, 6",0462-814141,,panchia.presidente@fpsm.tn.it,,panchia.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI PANCHIÀ,/Scuole/Scuola-dell-infanzia-di-Panchia2,71,Panchià,SCUOLA DELL'INFANZIA DI PANCHIÀ
72,72,72,72,Kindergarten,"Via S Antonio, 1",0464-412151,,pedersano.presidente@fpsm.tn.it,,pedersano.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI PEDERSANO,/Scuole/Scuola-dell-infanzia-di-Pedersano2,72,Villa Lagarina,SCUOLA DELL'INFANZIA DI PEDERSANO
73,73,73,73,Kindergarten,"Piazza Mercato, 11",0464-507142,,pietramurata.presidente@fpsm.tn.it,,pietramurata.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI PIETRAMURATA,/Scuole/Scuola-dell-infanzia-di-Pietramurata2,73,Dro,SCUOLA DELL'INFANZIA DI PIETRAMURATA
74,74,74,74,Kindergarten,"Via Fratelli Rizza', 14",0461-594733,,pieve.tesino.presidente@fpsm.tn.it,,pieve.tesino.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI PIEVE TESINO,/Scuole/Scuola-dell-infanzia-di-Pieve-Tesino2,74,Pieve Tesino,SCUOLA DELL'INFANZIA DI PIEVE TESINO
75,75,75,75,Kindergarten,"Via Fiera - Creto - Pieve di Bono, 9/B",0465-674083,,pieve.bono.presidente@fpsm.tn.it,,pieve.bono.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI PIEVE DI BONO,/Scuole/Scuola-dell-infanzia-di-Pieve-di-Bono2,75,Pieve di Bono-Prezzo,SCUOLA DELL'INFANZIA DI PIEVE DI BONO
76,76,76,76,Kindergarten,"Piazza Vittorio Veneto - Pilcante, 19",0464-672588,,pilcante.presidente@fpsm.tn.it,,pilcante.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI PILCANTE,/Scuole/Scuola-dell-infanzia-di-Pilcante2,76,Ala,SCUOLA DELL'INFANZIA DI PILCANTE
77,77,77,77,Kindergarten,"Via Al Sole, 43",0465-501019,,pinzolo.presidente@fpsm.tn.it,,pinzolo.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI PINZOLO,/Scuole/Scuola-dell-infanzia-di-Pinzolo2,77,Pinzolo,SCUOLA DELL'INFANZIA DI PINZOLO
78,78,78,78,Kindergarten,"Via S Giovanni Bosco - Ponte Arche - Bleggio Inferiore, 7",0465-702422,,ponte.arche.presidente@fpsm.tn.it,,ponte.arche.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI PONTE ARCHE,/Scuole/Scuola-dell-infanzia-di-Ponte-Arche2,78,Comano Terme,SCUOLA DELL'INFANZIA DI PONTE ARCHE
79,79,79,79,Kindergarten,"Via Pante', 1",0461-810049,,povo.presidente@fpsm.tn.it,,povo.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI POVO,/Scuole/Scuola-dell-infanzia-di-Povo2,79,Trento,SCUOLA DELL'INFANZIA DI POVO
80,80,80,80,Kindergarten,"Frazione Vanza, 50",0464-868074,,trambileno.presidente@fpsm.tn.it,,trambileno.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI POZZA DI TRAMBILENO,/Scuole/Scuola-dell-infanzia-di-Pozza-di-Trambileno2,80,Trambileno,SCUOLA DELL'INFANZIA DI POZZA DI TRAMBILENO
81,81,81,81,Kindergarten,"Via Pilati, 16",0461-240394,,pressano.presidente@fpsm.tn.it,,pressano.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI PRESSANO,/Scuole/Scuola-dell-infanzia-di-Pressano2,81,Lavis,SCUOLA DELL'INFANZIA DI PRESSANO
82,82,82,82,Kindergarten,"Frazione Larido, 10",0465-779575,,quadra.cavrasto.presidente@fpsm.tn.it,,quadra.cavrasto.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI QUADRA - CAVRASTO,/Scuole/Scuola-dell-infanzia-di-Quadra-Cavrasto2,82,Bleggio Superiore,SCUOLA DELL'INFANZIA DI QUADRA - CAVRASTO
83,83,83,83,Kindergarten,"Largo Caduti delle Foibe, 2",0464-553578,,riva.rione.presidente@fpsm.tn.it,,riva.rione.segretario@fpsm.tn.it,,,1,"SCUOLA DELL'INFANZIA DI RIVA ""DEGASPERI""",/Scuole/Scuola-dell-infanzia-di-Riva-Degasperi2,83,Riva del Garda,"SCUOLA DELL'INFANZIA DI RIVA ""DEGASPERI"""
84,84,84,84,Kindergarten,"Via S Alessandro, 10",0464-554051,,s.alessandro.presidente@fpsm.tn.it,,s.alessandro.segretario@fpsm.tn.it,,,1,"SCUOLA DELL'INFANZIA DI RIVA DEL GARDA ""S. ALESSANDRO""",/Scuole/Scuola-dell-infanzia-di-Riva-del-Garda-S.-Alessandro2,84,Riva del Garda,"SCUOLA DELL'INFANZIA DI RIVA DEL GARDA ""S. ALESSANDRO"""
85,85,85,85,Kindergarten,"Via Baldessari, 15",0461-764199,,roncegno.presidente@fpsm.tn.it,,roncegno.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI RONCEGNO,/Scuole/Scuola-dell-infanzia-di-Roncegno2,85,Roncegno Terme,SCUOLA DELL'INFANZIA DI RONCEGNO
86,86,86,86,Kindergarten,"Via Marchi, 14",0461-773197,,ronchi.valsugana.presidente@fpsm.tn.it,,ronchi.valsugana.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI RONCHI VALSUGANA,/Scuole/Scuola-dell-infanzia-di-Ronchi-Valsugana2,86,Ronchi Valsugana,SCUOLA DELL'INFANZIA DI RONCHI VALSUGANA
87,87,87,87,Kindergarten,"Via Edison - Taio, 3",0463-468269,,taio.presidente@fpsm.tn.it,,taio.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI TAIO,/Scuole/Scuola-dell-infanzia-di-Taio2,87,Predaia,SCUOLA DELL'INFANZIA DI TAIO
88,88,88,88,Kindergarten,"Via Paradiso, 1",0461-766315,,telve.presidente@fpsm.tn.it,,telve.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI TELVE,/Scuole/Scuola-dell-infanzia-di-Telve2,88,Telve,SCUOLA DELL'INFANZIA DI TELVE
89,89,89,89,Kindergarten,"Via Brocchetti, 53",0464-503034,,tenno.presidente@fpsm.tn.it,,tenno.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI TENNO,/Scuole/Scuola-dell-infanzia-di-Tenno2,89,Tenno,SCUOLA DELL'INFANZIA DI TENNO
90,90,90,90,Kindergarten,"Via Marconi, 8/A",0461-769192,,tezze.presidente@fpsm.tn.it,,tezze.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI TEZZE VALSUGANA,/Scuole/Scuola-dell-infanzia-di-Tezze-Valsugana2,90,Grigno,SCUOLA DELL'INFANZIA DI TEZZE VALSUGANA
91,91,91,91,Kindergarten,"Via Fuganti - Tonadico, 8",0439-762062,,tonadico.segretario@fpsm.tn.it,,tonadico.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI TONADICO,/Scuole/Scuola-dell-infanzia-di-Tonadico2,91,Primiero San Martino di Castrozza,SCUOLA DELL'INFANZIA DI TONADICO
92,92,92,92,Kindergarten,"Via Don Davide Gioppi, 72",0464-505159,,torbole.presidente@fpsm.tn.it,,torbole.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI TORBOLE,/Scuole/Scuola-dell-infanzia-di-Torbole2,92,Nago-Torbole,SCUOLA DELL'INFANZIA DI TORBOLE
93,93,93,93,Kindergarten,"Via Della Fontana, 15",0461-760796,,torcegno.presidente@fpsm.tn.it,,torcegno.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI TORCEGNO,/Scuole/Scuola-dell-infanzia-di-Torcegno2,93,Torcegno,SCUOLA DELL'INFANZIA DI TORCEGNO
94,94,94,94,Kindergarten,"Piazza Municipio - Transacqua, 11",0439-62313,,transacqua.presidente@fpsm.tn.it,,transacqua.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI TRANSACQUA,/Scuole/Scuola-dell-infanzia-di-Transacqua2,94,Primiero San Martino di Castrozza,SCUOLA DELL'INFANZIA DI TRANSACQUA
95,95,95,95,Kindergarten,"Via Asilo Pedrotti, 2",0461-914039,,trento.pedrotti.presidente@fpsm.tn.it,,trento.pedrotti.segretario@fpsm.tn.it,,,1,"SCUOLA DELL'INFANZIA DI TRENTO ""PEDROTTI""",/Scuole/Scuola-dell-infanzia-di-Trento-Pedrotti2,95,Trento,"SCUOLA DELL'INFANZIA DI TRENTO ""PEDROTTI"""
96,96,96,96,Kindergarten,"Via Dei Paradisi, 4",0461-1482248,,trento.canossiane.segretario@fpsm.tn.it,,trento.canossiane.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI TRENTO CANOSSIANE,/Scuole/Scuola-dell-infanzia-di-Trento-Canossiane2,96,Trento,SCUOLA DELL'INFANZIA DI TRENTO CANOSSIANE
97,97,97,97,Kindergarten,"Viale Dei Tigli, 9/1",0461-924555,,trento.s.bartolomeo.segretario@fpsm.tn.it,,trento.s.bartolomeo.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI TRENTO S. BARTOLOMEO,/Scuole/Scuola-dell-infanzia-di-Trento-S.-Bartolomeo2,97,Trento,SCUOLA DELL'INFANZIA DI TRENTO S. BARTOLOMEO
98,98,98,98,Kindergarten,"Via Kofler, 10",+39 0461 235069,+39 0461 983903,cognola.segretario@fpsm.tn.it,,cognola.segretario@fpsm.tn.it,,,1,"SCUOLA DELL'INFANZIA DI TRENTO COGNOLA ""B. KOFLER""",/Scuole/Scuola-dell-infanzia-di-Trento-Cognola-B.-Kofler2,98,Trento,"SCUOLA DELL'INFANZIA DI TRENTO COGNOLA ""B. KOFLER"""
99,99,99,99,Kindergarten,"Via Einaudi, 66",0461-923464,,trento.clarina.presidente@fpsm.tn.it,,trento.clarina.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI TRENTO LA CLARINA,/Scuole/Scuola-dell-infanzia-di-Trento-La-Clarina2,99,Trento,SCUOLA DELL'INFANZIA DI TRENTO LA CLARINA
100,100,100,100,Kindergarten,"Via per Cognola, 43",+39 0461 260977,+39 0461 983903,cognola.segretario@fpsm.tn.it,,trento.san.dona.segretario@fpsm.tn.it,,,1,"SCUOLA DELL'INFANZIA DI TRENTO SAN DONÀ ""B. KOFLER""",/Scuole/Scuola-dell-infanzia-di-Trento-San-Dona-B.-Kofler2,100,Trento,"SCUOLA DELL'INFANZIA DI TRENTO SAN DONÀ ""B. KOFLER"""
101,101,101,101,Kindergarten,"Via Marconi - Tuenno, 2",0463-451238,,tuenno.presidente@fpsm.tn.it,,tuenno.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI TUENNO,/Scuole/Scuola-dell-infanzia-di-Tuenno2,101,Ville d'Anaunia,SCUOLA DELL'INFANZIA DI TUENNO
102,102,102,102,Kindergarten,"Via Sega, 5",0464-521350,,varone.presidente@fpsm.tn.it,,varone.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI VARONE,/Scuole/Scuola-dell-infanzia-di-Varone2,102,Riva del Garda,SCUOLA DELL'INFANZIA DI VARONE
103,103,103,103,Kindergarten,"Via di S Pietro, 26",0463-758141,,vermiglio.presidente@fpsm.tn.it,,vermiglio.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI VERMIGLIO,/Scuole/Scuola-dell-infanzia-di-Vermiglio2,103,Vermiglio,SCUOLA DELL'INFANZIA DI VERMIGLIO
104,104,104,104,Kindergarten,"Via Dante - Vezzano, 24",0461-864918,,vezzano.presidente@fpsm.tn.it,,vezzano.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI VEZZANO,/Scuole/Scuola-dell-infanzia-di-Vezzano2,104,Vallelaghi,SCUOLA DELL'INFANZIA DI VEZZANO
105,105,105,105,Kindergarten,"Via Scuola Materna, 1",0461-566061,,vigo.cavedine.presidente@fpsm.tn.it,,vigo.cavedine.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI VIGO CAVEDINE,/Scuole/Scuola-dell-infanzia-di-Vigo-Cavedine2,105,Cavedine,SCUOLA DELL'INFANZIA DI VIGO CAVEDINE
106,106,106,106,Kindergarten,"Via Madonna Dei Prati, 3",0461-448252,,vigo.meano.contabile@fpsm.tn.it,,vigo.meano.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI VIGO CORTESANO,/Scuole/Scuola-dell-infanzia-di-Vigo-Cortesano2,106,Trento,SCUOLA DELL'INFANZIA DI VIGO CORTESANO
107,107,107,107,Kindergarten,"Frazione Vigo Lomaso - Lomaso, 1",0465-701249,,vigo.lomaso.presidente@fpsm.tn.it,,vigo.lomaso.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI VIGO LOMASO,/Scuole/Scuola-dell-infanzia-di-Vigo-Lomaso2,107,Comano Terme,SCUOLA DELL'INFANZIA DI VIGO LOMASO
108,108,108,108,Kindergarten,"Via del Loghét, 69",0461-990050,,ghiaie.segretario@fpsm.tn.it,,ghiaie.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI GHIAIE DI GARDOLO,/Scuole/Scuola-dell-infanzia-di-Ghiaie-di-Gardolo2,108,Trento,SCUOLA DELL'INFANZIA DI GHIAIE DI GARDOLO
109,109,109,109,Kindergarten,"Via Nazario Sauro, 25",0461-765333,,grigno.presidente@fpsm.tn.it,,grigno.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI GRIGNO,/Scuole/Scuola-dell-infanzia-di-Grigno2,109,Grigno,SCUOLA DELL'INFANZIA DI GRIGNO
110,110,110,110,Kindergarten,"Piazza delle Nogare, 2",0461-532285,,ischia.presidente@fpsm.tn.it,,ischia.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI ISCHIA DI PERGINE,/Scuole/Scuola-dell-infanzia-di-Ischia-di-Pergine2,110,Pergine Valsugana,SCUOLA DELL'INFANZIA DI ISCHIA DI PERGINE
111,111,111,111,Kindergarten,"Via S Rocco, 14",0461-697101,,lona.presidente@fpsm.tn.it,,lona.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI LONA,/Scuole/Scuola-dell-infanzia-di-Lona2,111,Lona-Lases,SCUOLA DELL'INFANZIA DI LONA
112,112,112,112,Kindergarten,"Via Serafini - Madonna di Campiglio, 13",0465-442779,+39 0465 442779,madonna.campiglio.segretario@fpsm.tn.it,,madonna.campiglio.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI MADONNA DI CAMPIGLIO,/Scuole/Scuola-dell-infanzia-di-Madonna-di-Campiglio2,112,Tre Ville,SCUOLA DELL'INFANZIA DI MADONNA DI CAMPIGLIO
113,113,113,113,Kindergarten,"Via D Oltrefersina, 54",0461-552109,,madrano.segretario@fpsm.tn.it,,madrano.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI MADRANO,/Scuole/Scuola-dell-infanzia-di-Madrano2,113,Pergine Valsugana,SCUOLA DELL'INFANZIA DI MADRANO
114,114,114,114,Kindergarten,"Via Don Rauzi, 6",0463-901925,,male.presidente@fpsm.tn.it,,male.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI MALÈ,/Scuole/Scuola-dell-infanzia-di-Male2,114,Malè,SCUOLA DELL'INFANZIA DI MALÈ
115,115,115,115,Kindergarten,"Piazza S Margherita, 2",0461-764505,,marter.segretario@fpsm.tn.it,,marter.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI MARTER,/Scuole/Scuola-dell-infanzia-di-Marter2,115,Roncegno Terme,SCUOLA DELL'INFANZIA DI MARTER
116,116,116,116,Kindergarten,"Via Sabbionare, 3",0461-820233,,martignano.segretario@fpsm.tn.it,,martignano.segretario@fpsm.tn.it,,,1,"SCUOLA DELL'INFANZIA DI MARTIGNANO ""D. LEONE SERAFINI""",/Scuole/Scuola-dell-infanzia-di-Martignano-D.-Leone-Serafini2,116,Trento,"SCUOLA DELL'INFANZIA DI MARTIGNANO ""D. LEONE SERAFINI"""
117,117,117,117,Kindergarten,"Via Maffei - San Martino, 2",0464-517719,,massone.presidente@fpsm.tn.it,,massone.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI MASSONE,/Scuole/Scuola-dell-infanzia-di-Massone2,117,Arco,SCUOLA DELL'INFANZIA DI MASSONE
118,118,118,118,Kindergarten,"Via Don Luigi Borghesi, 35",0463-421247,,mechel.presidente@fpsm.tn.it,,mechel.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI MECHEL,/Scuole/Scuola-dell-infanzia-di-Mechel2,118,Cles,SCUOLA DELL'INFANZIA DI MECHEL
119,119,119,119,Kindergarten,"Via IV Novembre, 16",0439-67027,,mezzano.contabile@fpsm.tn.it,,mezzano.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI MEZZANO,/Scuole/Scuola-dell-infanzia-di-Mezzano2,119,Mezzano,SCUOLA DELL'INFANZIA DI MEZZANO
120,120,120,120,Kindergarten,"Via S Giovanni Bosco, 4",0461-603933,,mezzocorona.presidente@fpsm.tn.it,,mezzocorona.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI MEZZOCORONA,/Scuole/Scuola-dell-infanzia-di-Mezzocorona2,120,Mezzocorona,SCUOLA DELL'INFANZIA DI MEZZOCORONA
121,121,121,121,Kindergarten,"Corso del Popolo, 34/B",0461-601324,,mezzolombardo.presidente@fpsm.tn.it,,mezzolombardo.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI MEZZOLOMBARDO,/Scuole/Scuola-dell-infanzia-di-Mezzolombardo2,121,Mezzolombardo,SCUOLA DELL'INFANZIA DI MEZZOLOMBARDO
122,122,122,122,Kindergarten,"Strada don Giovanni Jori, 10",0462-573277,,moena.presidente@fpsm.tn.it,,moena.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI MOENA,/Scuole/Scuola-dell-infanzia-di-Moena2,122,Moena,SCUOLA DELL'INFANZIA DI MOENA
123,123,123,123,Kindergarten,"Via Sartori - Molina di Ledro, 25",0464-508477,,molina.ledro.presidente@fpsm.tn.it,,molina.ledro.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI MOLINA DI LEDRO,/Scuole/Scuola-dell-infanzia-di-Molina-di-Ledro2,123,Ledro,SCUOLA DELL'INFANZIA DI MOLINA DI LEDRO
124,124,124,124,Kindergarten,"Via Della Pausa - Mollaro, 1",0463-469224,,mollaro.contabile@fpsm.tn.it,,mollaro.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI MOLLARO,/Scuole/Scuola-dell-infanzia-di-Mollaro2,124,Predaia,SCUOLA DELL'INFANZIA DI MOLLARO
125,125,125,125,Kindergarten,"Piazza S Carlo, 20",0461-586969,,molveno.presidente@fpsm.tn.it,,molveno.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI MOLVENO,/Scuole/Scuola-dell-infanzia-di-Molveno2,125,Molveno,SCUOLA DELL'INFANZIA DI MOLVENO
126,126,126,126,Kindergarten,"Via Capitano Santuari, 1",0461-698351,,sover.presidente@fpsm.tn.it,,sover.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI MONTESOVER,/Scuole/Scuola-dell-infanzia-di-Montesover2,126,Sover,SCUOLA DELL'INFANZIA DI MONTESOVER
127,127,127,127,Kindergarten,"Via Scuole, 3",0464-918156,,mori.segretario@fpsm.tn.it,,mori.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI MORI,/Scuole/Scuola-dell-infanzia-di-Mori2,127,Mori,SCUOLA DELL'INFANZIA DI MORI
128,128,128,128,Kindergarten,"Localita Tezze - Nago,",0464-506097,,nago.segretario@fpsm.tn.it,,nago.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI NAGO,/Scuole/Scuola-dell-infanzia-di-Nago2,128,Nago-Torbole,SCUOLA DELL'INFANZIA DI NAGO
129,129,129,129,Kindergarten,"Via Del Car, 40",0464-802944,,ronzo.chienis.presidente@fpsm.tn.it,,ronzo.chienis.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI RONZO-CHIENIS,/Scuole/Scuola-dell-infanzia-di-Ronzo-Chienis2,129,Ronzo-Chienis,SCUOLA DELL'INFANZIA DI RONZO-CHIENIS
130,130,130,130,Kindergarten,"Via S Maria, 58",0464-420061,,asilovannetti@pec.it,,asilovannetti@gmail.com,,,1,"SCUOLA DELL'INFANZIA DI ROVERETO ""CLEMENTINO VANNETTI""",/Scuole/Scuola-dell-infanzia-di-Rovereto-Clementino-Vannetti2,130,Rovereto,"SCUOLA DELL'INFANZIA DI ROVERETO ""CLEMENTINO VANNETTI"""
131,131,131,131,Kindergarten,"Corso Rosmini, 3",0464-421541,,rovereto.rosmini.presidente@fpsm.tn.it,,rovereto.rosmini.segretario@fpsm.tn.it,,,1,"SCUOLA DELL'INFANZIA DI ROVERETO ""ROSMINI""",/Scuole/Scuola-dell-infanzia-di-Rovereto-Rosmini2,131,Rovereto,"SCUOLA DELL'INFANZIA DI ROVERETO ""ROSMINI"""
132,132,132,132,Kindergarten,"Frazione Santa Croce di Bleggio Inferiore, 7",0465-779900,,s.croce.presidente@fpsm.tn.it,,s.croce.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI S. CROCE BLEGGIO,/Scuole/Scuola-dell-infanzia-di-S.-Croce-Bleggio2,132,Comano Terme,SCUOLA DELL'INFANZIA DI S. CROCE BLEGGIO
133,133,133,133,Kindergarten,"Strada del Toat - San Lorenzo, 4",0465-734005,,san.lorenzo.banale.segretario@fpsm.tn.it,,san.lorenzo.banale.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI S. LORENZO IN BANALE,/Scuole/Scuola-dell-infanzia-di-S.-Lorenzo-in-Banale2,133,San Lorenzo Dorsino,SCUOLA DELL'INFANZIA DI S. LORENZO IN BANALE
134,134,134,134,Kindergarten,"Via Gazzoletti - Santa Margherita, 35",0464-696494,,s.margherita.presidente@fpsm.tn.it,,s.margherita.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI S. MARGHERITA DI ALA,/Scuole/Scuola-dell-infanzia-di-S.-Margherita-di-Ala2,134,Ala,SCUOLA DELL'INFANZIA DI S. MARGHERITA DI ALA
135,135,135,135,Kindergarten,"Piazza Conciliazione, 3/B",0464-683225,,sabbionara.presidente@fpsm.tn.it,,sabbionara.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI SABBIONARA,/Scuole/Scuola-dell-infanzia-di-Sabbionara2,135,Avio,SCUOLA DELL'INFANZIA DI SABBIONARA
136,136,136,136,Kindergarten,"Via Laghetto - San Martino Di Castrozza, 30",0439-768666,,s.martino.castrozza.presidente@fpsm.tn.it,,s.martino.castrozza.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI SAN MARTINO DI C.,/Scuole/Scuola-dell-infanzia-di-San-Martino-di-C2,136,Primiero San Martino di Castrozza,SCUOLA DELL'INFANZIA DI SAN MARTINO DI C.
137,137,137,137,Kindergarten,"Via Caffaro - Sarche - Calavino, 6",0461-564028,,sarche.presidente@fpsm.tn.it,,sarche.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI SARCHE,/Scuole/Scuola-dell-infanzia-di-Sarche2,137,Madruzzo,SCUOLA DELL'INFANZIA DI SARCHE
138,138,138,138,Kindergarten,"Via Visintainer, 15",0461-762268,,scurelle.presidente@fpsm.tn.it,,scurelle.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI SCURELLE,/Scuole/Scuola-dell-infanzia-di-Scurelle2,138,Scurelle,SCUOLA DELL'INFANZIA DI SCURELLE
139,139,139,139,Kindergarten,"Via Sonora - Segno - Taio, 18",0463-468064,,segno.presidente@fpsm.tn.it,,segno.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI SEGNO,/Scuole/Scuola-dell-infanzia-di-Segno2,139,Predaia,SCUOLA DELL'INFANZIA DI SEGNO
140,140,140,140,Kindergarten,"Frazione Stedro, 80",327-3311981,,segonzano.presidente@fpsm.tn.it,,segonzano.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI SEGONZANO,/Scuole/Scuola-dell-infanzia-di-Segonzano2,140,Segonzano,SCUOLA DELL'INFANZIA DI SEGONZANO
141,141,141,141,Kindergarten,"Via Ingenger Tomasi - Serravalle, 5",0464-696304,,serravalle.presidente@fpsm.tn.it,,serravalle.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI SERRAVALLE,/Scuole/Scuola-dell-infanzia-di-Serravalle2,141,Ala,SCUOLA DELL'INFANZIA DI SERRAVALLE
142,142,142,142,Kindergarten,"Via Asilo - Siror, 1",0439-62790,,siror.presidente@fpsm.tn.it,,siror.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI SIROR,/Scuole/Scuola-dell-infanzia-di-Siror2,142,Primiero San Martino di Castrozza,SCUOLA DELL'INFANZIA DI SIROR
143,143,143,143,Kindergarten,"Via Torre - Smarano, 6",0463-536702,,smarano.presidente@fpsm.tn.it,,smarano.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI SMARANO,/Scuole/Scuola-dell-infanzia-di-Smarano2,143,Predaia,SCUOLA DELL'INFANZIA DI SMARANO
144,144,144,144,Kindergarten,"Via Canelli - Sopramonte, 5",0461-867021,,sopramonte.presidente@fpsm.tn.it,,sopramonte.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI SOPRAMONTE,/Scuole/Scuola-dell-infanzia-di-Sopramonte2,144,Trento,SCUOLA DELL'INFANZIA DI SOPRAMONTE
145,145,145,145,Kindergarten,"Via S Vigilio, 5",0465-801326,,spiazzo.rendena.contabile@fpsm.tn.it,,spiazzo.rendena.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI SPIAZZO RENDENA,/Scuole/Scuola-dell-infanzia-di-Spiazzo-Rendena2,145,Spiazzo,SCUOLA DELL'INFANZIA DI SPIAZZO RENDENA
