,school_id,miur_code,text_review,school_name
251,29824,TNPM015003,(Traduzione di Google) amo questo posto(Originale)I love this place,LICEO DELLE SCIENZE UMANE
252,29825,TN1E00300E,"Da qualche anno l'Istituto è cresciuto nella qualità dell'offerta formativa. Le novità più importanti riguardano la nascita del liceo delle Scienze Umane quadriennale (che permette di raggiungere il diploma in soli 4 anni, come in gran parte dei Paesi europei), unico nel suo genere in tutto il Triveneto e il liceo artistico a indirizzo grafica. Docenti preparati, motivati e selezionati accompagnano i ragazzi nella crescita umana, nello sviluppo di competenze disciplinari e trasversali. All'interno dell'Istituto ci sono anche gli altri ordini di scuola: infanzia, primaria, secondaria di primo grado (scuola media).Da qualche anno l'Istituto è cresciuto nella qualità dell'offerta formativa. Le novità più importanti riguardano la nascita del liceo delle Scienze Umane quadriennale (che permette di raggiungere il diploma in soli 4 anni, come in gran …Altro",SCUOLA PRIMARIA SACRO CUORE TRENTO
253,29825,TN1E00300E,Resterà per sempre il top delle scuole,SCUOLA PRIMARIA SACRO CUORE TRENTO
254,29825,TN1E00300E,"Dovrebbero trovare un'intesa perché gli studenti di altri istituti scolastici che vogliono usufruire della mensa non trovino tanta burocrazia per accedere ad essa, ad ogni modo sarà mia cura muovermi in sede diversa per capire il perché di tutto...",SCUOLA PRIMARIA SACRO CUORE TRENTO
255,29825,TN1E00300E,Mi avete bocciato in questa scuola...voto 5 stelle,SCUOLA PRIMARIA SACRO CUORE TRENTO
256,29825,TN1E00300E,La migliore scuola!,SCUOLA PRIMARIA SACRO CUORE TRENTO
257,29825,TN1E00300E,(Traduzione di Google) Paga per vincere(Originale)Pay to win,SCUOLA PRIMARIA SACRO CUORE TRENTO
258,29825,TN1E00300E,(Traduzione di Google) amo questo posto(Originale)I love this place,SCUOLA PRIMARIA SACRO CUORE TRENTO
259,29826,TN1M006007,"Da qualche anno l'Istituto è cresciuto nella qualità dell'offerta formativa. Le novità più importanti riguardano la nascita del liceo delle Scienze Umane quadriennale (che permette di raggiungere il diploma in soli 4 anni, come in gran parte dei Paesi europei), unico nel suo genere in tutto il Triveneto e il liceo artistico a indirizzo grafica. Docenti preparati, motivati e selezionati accompagnano i ragazzi nella crescita umana, nello sviluppo di competenze disciplinari e trasversali. All'interno dell'Istituto ci sono anche gli altri ordini di scuola: infanzia, primaria, secondaria di primo grado (scuola media).Da qualche anno l'Istituto è cresciuto nella qualità dell'offerta formativa. Le novità più importanti riguardano la nascita del liceo delle Scienze Umane quadriennale (che permette di raggiungere il diploma in soli 4 anni, come in gran …Altro",SCUOLA SECONDARIA DI PRIMO GRADO SACRO CUORE TRENTO
260,29826,TN1M006007,Resterà per sempre il top delle scuole,SCUOLA SECONDARIA DI PRIMO GRADO SACRO CUORE TRENTO
261,29826,TN1M006007,"Dovrebbero trovare un'intesa perché gli studenti di altri istituti scolastici che vogliono usufruire della mensa non trovino tanta burocrazia per accedere ad essa, ad ogni modo sarà mia cura muovermi in sede diversa per capire il perché di tutto...",SCUOLA SECONDARIA DI PRIMO GRADO SACRO CUORE TRENTO
262,29826,TN1M006007,Mi avete bocciato in questa scuola...voto 5 stelle,SCUOLA SECONDARIA DI PRIMO GRADO SACRO CUORE TRENTO
263,29826,TN1M006007,La migliore scuola!,SCUOLA SECONDARIA DI PRIMO GRADO SACRO CUORE TRENTO
264,29826,TN1M006007,(Traduzione di Google) Paga per vincere(Originale)Pay to win,SCUOLA SECONDARIA DI PRIMO GRADO SACRO CUORE TRENTO
265,29826,TN1M006007,(Traduzione di Google) amo questo posto(Originale)I love this place,SCUOLA SECONDARIA DI PRIMO GRADO SACRO CUORE TRENTO
266,29828,TN1M00500B,"All’Istituto Salesiano Maria Ausiliatrice di Trento abbiamo trovato una scuola che cresce i ragazzi dando loro un metodo di studio proattivo, che li rende autonomi nella gestione degli impegni scolastici e che ispira ad una mentalità di studio in gruppo.E molto altro: i ragazzi hanno trascorso questi tre anni in un ambiente dove hanno potuto consolidare amicizie, in un luogo dove potersi fermare anche dopo scuola per studiare e giocare, in una casa dove sentirsi accolti. In perfetto stile salesiano.All’Istituto Salesiano Maria Ausiliatrice di Trento abbiamo trovato una scuola che cresce i ragazzi dando loro un metodo di studio proattivo, che li rende autonomi nella gestione degli impegni scolastici e che ispira ad una mentalità di …Altro",SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO
267,29828,TN1M00500B,"I soldi peggio spesi, faccia bella e belle parole, ma comportamento non coerente con le linee e la filosofia di Don Bosco. Mi spiace perché si confidava in una scuola diversa, non ha proprio nulla di più rispetto ad una scuola pubblica",SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO
268,29828,TN1M00500B,Un ottima scuola dove i ragazzi vengono messi al centro. Un punto di riferimento su Trento e provincia con un identitá forte e chiara,SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO
269,29828,TN1M00500B,La casa dei salesiani è il luogo in cui ho allacciato legami da adolescente e che ora da adulto persistono.Tanti bei ricordi e tanti bei valori passati ai ragazzi con il metodo di san Giovanni Bosco.Grazie ancora!,SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO
270,29828,TN1M00500B,"Senza sminuire tutte le altre caratteristiche positive riscontrate, direi che ACCOGLIENZA è quella che rappresenta di più la scuola salesiana: i nostri ragazzi sono accolti nel loro essere persone e accompagnati nel loro cammino. Accoglie il cortile, accolgono i docenti, accoglie tutta la famiglia salesiana.",SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO
271,29828,TN1M00500B,Molto attenti alle esigenze pedagogiche e intime di ognuno. Una scuola media che avremmo voluto frequentare tutti!,SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO
272,29828,TN1M00500B,"Una casa dove mi sono sempre sentito accolto e dove ho potuto trovare nei Salesiani una guida, per cui ringraziare don Bosco e Maria Ausiliatrice!  😊",SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO
273,29828,TN1M00500B,Ottima scuola in cui i ragazzi vengono valorizzati e seguiti con passione e con lo stile eccezionale di don Bosco,SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO
274,29828,TN1M00500B,"Bellissima scuola media, ci sono stato ed è molto accogliente, anche per gli universitari ci sono delle stanze per poter dormire... quindi molto comoda.",SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO
275,29828,TN1M00500B,Bellissimo luogo dove ritrovare il piacere di stare assieme. Uniti a San Giovanni Bosco.,SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO
276,29828,TN1M00500B,Ottima realtà. I salesiani sempre i migliori.,SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO
277,29828,TN1M00500B,Questa è la mia  casa 😇⭐⚽😁💙,SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO
278,29828,TN1M00500B,Ottima scuola media...Insegnanti qualificati ....,SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO
279,29828,TN1M00500B,(Traduzione di Google) Desidero comunicare con padre Carlos Giacomuzzi .. Da Lima Perù(Originale)Deseo comunicarme con le padre Carlos Giacomuzzi.. Desde Lima Perú(Traduzione di Google) Desidero comunicare con padre Carlos Giacomuzzi .. Da Lima Perù …Altro,SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO
280,29830,TN1E00200P,Casa,SCUOLA PRIMARIA SANTA CROCE MEZZANO
281,29830,TN1E00200P,(Traduzione di Google) Posto perfetto(Originale)Lugar perfeito,SCUOLA PRIMARIA SANTA CROCE MEZZANO
282,29831,TN1M001004,Casa,SCUOLA SECONDARIA DI PRIMO GRADO SANTA CROCE MEZZANO
283,29831,TN1M001004,(Traduzione di Google) Posto perfetto(Originale)Lugar perfeito,SCUOLA SECONDARIA DI PRIMO GRADO SANTA CROCE MEZZANO
284,29833,TNTD18000T,"Sto frequentando le serali x la maturità,ottimi insegnanti, molto disponibili, sono molto contento grazie mille🤗🤗🤩🤩🤩",ISTITUTO TECNICO PER IL SETTORE ECONOMICO
285,29833,TNTD18000T,Tambosi scuola migliore,ISTITUTO TECNICO PER IL SETTORE ECONOMICO
286,29833,TNTD18000T,Così,ISTITUTO TECNICO PER IL SETTORE ECONOMICO
287,29833,TNTD18000T,non il massimo,ISTITUTO TECNICO PER IL SETTORE ECONOMICO
288,29833,TNTD18000T,(Traduzione di Google) Superiore(Originale)Topppp,ISTITUTO TECNICO PER IL SETTORE ECONOMICO
289,29834,TNTD180507,"Sto frequentando le serali x la maturità,ottimi insegnanti, molto disponibili, sono molto contento grazie mille🤗🤗🤩🤩🤩",ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE
290,29834,TNTD180507,Tambosi scuola migliore,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE
291,29834,TNTD180507,Così,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE
292,29834,TNTD180507,non il massimo,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE
293,29834,TNTD180507,(Traduzione di Google) Superiore(Originale)Topppp,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE
294,29837,TNTD100001,Ottima scuola.,ISTITUTO TECNICO PER IL SETTORE ECONOMICO
295,29838,TNTD10050A,Ottima scuola.,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE
296,29839,TNTD100001,Ottima scuola.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
297,29840,TNTD10050A,Ottima scuola.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
298,29842,TNTD020009,"Scuola peggiore di Rovereto, il 90% dei professori fa pena e non ha passione nello spiegare agli studenti, sono lì soltanto per prendere la paga",ISTITUTO TECNICO PER IL SETTORE ECONOMICO
299,29842,TNTD020009,"Scuola molto bella, interessante e preparata sugli indirizzi economici, giuridici, geometri, linguistici. Insegnanti molto bravi e preparati. Personale covidiota e troppo 5G nell'aria.",ISTITUTO TECNICO PER IL SETTORE ECONOMICO
300,29842,TNTD020009,Il mio istituto superiore dal 94 al 99. Mitica classe e bel ricordo dei professori.,ISTITUTO TECNICO PER IL SETTORE ECONOMICO
301,29842,TNTD020009,Istituto comprensivo di ogni strumento didattico utile all'istruzione degli studenti,ISTITUTO TECNICO PER IL SETTORE ECONOMICO
302,29842,TNTD020009,Da quello che ho sentito è una buona scuola,ISTITUTO TECNICO PER IL SETTORE ECONOMICO
303,29842,TNTD020009,Buon istituto tecnico.,ISTITUTO TECNICO PER IL SETTORE ECONOMICO
304,29842,TNTD020009,Una scuola interessante,ISTITUTO TECNICO PER IL SETTORE ECONOMICO
305,29843,TNTD02050P,"Scuola peggiore di Rovereto, il 90% dei professori fa pena e non ha passione nello spiegare agli studenti, sono lì soltanto per prendere la paga",ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE
306,29843,TNTD02050P,"Scuola molto bella, interessante e preparata sugli indirizzi economici, giuridici, geometri, linguistici. Insegnanti molto bravi e preparati. Personale covidiota e troppo 5G nell'aria.",ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE
307,29843,TNTD02050P,Il mio istituto superiore dal 94 al 99. Mitica classe e bel ricordo dei professori.,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE
308,29843,TNTD02050P,Istituto comprensivo di ogni strumento didattico utile all'istruzione degli studenti,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE
309,29843,TNTD02050P,Da quello che ho sentito è una buona scuola,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE
310,29843,TNTD02050P,Buon istituto tecnico.,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE
311,29843,TNTD02050P,Una scuola interessante,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE
312,29844,TNTD020009,"Scuola peggiore di Rovereto, il 90% dei professori fa pena e non ha passione nello spiegare agli studenti, sono lì soltanto per prendere la paga",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
313,29844,TNTD020009,"Scuola molto bella, interessante e preparata sugli indirizzi economici, giuridici, geometri, linguistici. Insegnanti molto bravi e preparati. Personale covidiota e troppo 5G nell'aria.",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
314,29844,TNTD020009,Il mio istituto superiore dal 94 al 99. Mitica classe e bel ricordo dei professori.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
315,29844,TNTD020009,Istituto comprensivo di ogni strumento didattico utile all'istruzione degli studenti,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
316,29844,TNTD020009,Da quello che ho sentito è una buona scuola,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
317,29844,TNTD020009,Buon istituto tecnico.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
318,29844,TNTD020009,Una scuola interessante,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
319,29845,TNTD02050P,"Scuola peggiore di Rovereto, il 90% dei professori fa pena e non ha passione nello spiegare agli studenti, sono lì soltanto per prendere la paga",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
320,29845,TNTD02050P,"Scuola molto bella, interessante e preparata sugli indirizzi economici, giuridici, geometri, linguistici. Insegnanti molto bravi e preparati. Personale covidiota e troppo 5G nell'aria.",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
321,29845,TNTD02050P,Il mio istituto superiore dal 94 al 99. Mitica classe e bel ricordo dei professori.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
322,29845,TNTD02050P,Istituto comprensivo di ogni strumento didattico utile all'istruzione degli studenti,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
323,29845,TNTD02050P,Da quello che ho sentito è una buona scuola,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
324,29845,TNTD02050P,Buon istituto tecnico.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
325,29845,TNTD02050P,Una scuola interessante,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
326,29853,TNTF02000G,"Allora,il gioco in se è carino,anche l'ambientazione e il posto,i professori (BOSS) sono molto difficili da battere e counterare,anche gli studi sono molto difficili da apprendere(TASK)bisogna nerfare un po' di cose e rendere il gioco più divertente,aggiungendo magari l'opzione di buttare giù tutto senza ricevere buffe negativi(NOTE)In se non mi fa impazzire,troppi NPC(più di 1000)Allora,il gioco in se è carino,anche l'ambientazione e il posto,i professori (BOSS) sono molto difficili da battere e counterare,anche gli studi sono molto difficili da apprendere(TASK)bisogna nerfare un po' di cose e rendere il gioco più …Altro",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
327,29853,TNTF02000G,Ci sono professori molto bravi che aiutano chi è in difficoltà altri che lavorano solo per lo stipendio e si nota la differenza tra i due.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
328,29853,TNTF02000G,"La scuola è molto bella,il primo giorno in cui ero entrato tutto il personale  mi aveva aiutato a sentirmi bene,e ci sono insegnati molto molto molto molto bravi!!,ma severi,ma è giusto così",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
329,29853,TNTF02000G,"La scuola è molto bella. I percorsi di studio sono ben strutturati, organizzati e offrono molti sbocchi lavorativi.",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
330,29853,TNTF02000G,"Ottimo istituto scolastico, ben organizzato e collegato con il territorio produttivo. I ragazzi escono con una buona preparazione sia per il lavoro che per continuare all'università. La struttura dispone di molteplici laboratori e di mensa. All'esterno ha molti spazi di verde.",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
331,29853,TNTF02000G,Una della scuole tecniche più dinamiche sia nei contenuti che nei metodi; adeguata alla tecnologia che cambia con enorme rapidità.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
332,29853,TNTF02000G,Voti un po' bassi non consiglio,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
333,29853,TNTF02000G,una delle migliori scuole del Trentino,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
334,29853,TNTF02000G,Scuola disfunzionale e personale incompetente.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
335,29853,TNTF02000G,Perché ho insegnato e ...,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
336,29853,TNTF02000G,una delle migliori scuole del trentino!,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
337,29853,TNTF02000G,Migliore scuola di Rovereto,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
338,29853,TNTF02000G,Ottima.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
339,29853,TNTF02000G,Poca professionalità,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
340,29853,TNTF02000G,Stupenda!!!!,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
341,29853,TNTF02000G,(Traduzione di Google) Divertente(Originale)Funny,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
342,29853,TNTF02000G,Super,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
343,29854,TNTF020501,"Allora,il gioco in se è carino,anche l'ambientazione e il posto,i professori (BOSS) sono molto difficili da battere e counterare,anche gli studi sono molto difficili da apprendere(TASK)bisogna nerfare un po' di cose e rendere il gioco più divertente,aggiungendo magari l'opzione di buttare giù tutto senza ricevere buffe negativi(NOTE)In se non mi fa impazzire,troppi NPC(più di 1000)Allora,il gioco in se è carino,anche l'ambientazione e il posto,i professori (BOSS) sono molto difficili da battere e counterare,anche gli studi sono molto difficili da apprendere(TASK)bisogna nerfare un po' di cose e rendere il gioco più …Altro",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
344,29854,TNTF020501,Ci sono professori molto bravi che aiutano chi è in difficoltà altri che lavorano solo per lo stipendio e si nota la differenza tra i due.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
345,29854,TNTF020501,"La scuola è molto bella,il primo giorno in cui ero entrato tutto il personale  mi aveva aiutato a sentirmi bene,e ci sono insegnati molto molto molto molto bravi!!,ma severi,ma è giusto così",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
346,29854,TNTF020501,"La scuola è molto bella. I percorsi di studio sono ben strutturati, organizzati e offrono molti sbocchi lavorativi.",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
347,29854,TNTF020501,"Ottimo istituto scolastico, ben organizzato e collegato con il territorio produttivo. I ragazzi escono con una buona preparazione sia per il lavoro che per continuare all'università. La struttura dispone di molteplici laboratori e di mensa. All'esterno ha molti spazi di verde.",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
348,29854,TNTF020501,Una della scuole tecniche più dinamiche sia nei contenuti che nei metodi; adeguata alla tecnologia che cambia con enorme rapidità.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
349,29854,TNTF020501,Voti un po' bassi non consiglio,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
350,29854,TNTF020501,una delle migliori scuole del Trentino,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
351,29854,TNTF020501,Scuola disfunzionale e personale incompetente.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
352,29854,TNTF020501,Perché ho insegnato e ...,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
353,29854,TNTF020501,una delle migliori scuole del trentino!,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
354,29854,TNTF020501,Migliore scuola di Rovereto,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
355,29854,TNTF020501,Ottima.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
356,29854,TNTF020501,Poca professionalità,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
357,29854,TNTF020501,Stupenda!!!!,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
358,29854,TNTF020501,(Traduzione di Google) Divertente(Originale)Funny,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
359,29854,TNTF020501,Super,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
360,29856,TNTF01301D,Ben rifornito per quanto riguarda i prodotti enogastronomici ma quasi privo di prodotti culinari,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
361,29856,TNTF01301D,Personale che non guarda cosa gli scrive no comment neanche mezza stella,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
362,29856,TNTF01301D,"È l'istituto tecnico tecnologico di Trento. Dispone di tanti laboratori attrezzati adatti a realizzare numerose esperienze. Gli indirizzi di studio disponibili sono elettrotecnica, chimica, meccanica, informatica ed edilizia. È facilmente raggiungibile dal centro storico e dispone di un ampio parcheggio nel cortile per gli insegnanti.",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
363,29856,TNTF01301D,"Scuola tendenzialmente ben organizzata, se si beccano i professori giusti è una scuola seria, a livello di un liceo, e si riesce a portare via tanto",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
364,29856,TNTF01301D,5 stelle come gli anni che ho fatto,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
365,29856,TNTF01301D,Perche io insegno li per quest'anno,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
366,29856,TNTF01301D,"Grande scuola, ottimi professori",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
367,29856,TNTF01301D,"Classi rovinate, attrezzature vecchie",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
368,29856,TNTF01301D,non il massimo,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
369,29856,TNTF01301D,Ok...,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
370,29857,TNTF01351V,Ben rifornito per quanto riguarda i prodotti enogastronomici ma quasi privo di prodotti culinari,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
371,29857,TNTF01351V,Personale che non guarda cosa gli scrive no comment neanche mezza stella,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
372,29857,TNTF01351V,"È l'istituto tecnico tecnologico di Trento. Dispone di tanti laboratori attrezzati adatti a realizzare numerose esperienze. Gli indirizzi di studio disponibili sono elettrotecnica, chimica, meccanica, informatica ed edilizia. È facilmente raggiungibile dal centro storico e dispone di un ampio parcheggio nel cortile per gli insegnanti.",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
373,29857,TNTF01351V,"Scuola tendenzialmente ben organizzata, se si beccano i professori giusti è una scuola seria, a livello di un liceo, e si riesce a portare via tanto",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
374,29857,TNTF01351V,5 stelle come gli anni che ho fatto,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
375,29857,TNTF01351V,Perche io insegno li per quest'anno,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
376,29857,TNTF01351V,"Grande scuola, ottimi professori",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
377,29857,TNTF01351V,"Classi rovinate, attrezzature vecchie",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
378,29857,TNTF01351V,non il massimo,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
379,29857,TNTF01351V,Ok...,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
380,29877,TNPC02000A,L'ho frequentata e posso affermare che è un'ottima scuola.,LICEO CLASSICO
381,29877,TNPC02000A,Sono uno studente e sono soddisfatto della scuola. I laboratori sono un po’ datati ma ben forniti...,LICEO CLASSICO
382,29877,TNPC02000A,È una scuola scadente. I Prof sono cattivi.,LICEO CLASSICO
383,29877,TNPC02000A,(Traduzione di Google) Ho studiato lì! Esperienza molto bella(Originale)I studied there! Very nice experience(Traduzione di Google) Ho studiato lì! Esperienza molto bella(Originale) …Altro,LICEO CLASSICO
384,29878,TNPC02000A,L'ho frequentata e posso affermare che è un'ottima scuola.,LICEO LINGUISTICO
385,29878,TNPC02000A,Sono uno studente e sono soddisfatto della scuola. I laboratori sono un po’ datati ma ben forniti...,LICEO LINGUISTICO
386,29878,TNPC02000A,È una scuola scadente. I Prof sono cattivi.,LICEO LINGUISTICO
387,29878,TNPC02000A,(Traduzione di Google) Ho studiato lì! Esperienza molto bella(Originale)I studied there! Very nice experience(Traduzione di Google) Ho studiato lì! Esperienza molto bella(Originale) …Altro,LICEO LINGUISTICO
388,29879,TNPC02000A,L'ho frequentata e posso affermare che è un'ottima scuola.,LICEO SCIENTIFICO
389,29879,TNPC02000A,Sono uno studente e sono soddisfatto della scuola. I laboratori sono un po’ datati ma ben forniti...,LICEO SCIENTIFICO
390,29879,TNPC02000A,È una scuola scadente. I Prof sono cattivi.,LICEO SCIENTIFICO
391,29879,TNPC02000A,(Traduzione di Google) Ho studiato lì! Esperienza molto bella(Originale)I studied there! Very nice experience(Traduzione di Google) Ho studiato lì! Esperienza molto bella(Originale) …Altro,LICEO SCIENTIFICO
392,29880,TNPC02000A,L'ho frequentata e posso affermare che è un'ottima scuola.,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE
393,29880,TNPC02000A,Sono uno studente e sono soddisfatto della scuola. I laboratori sono un po’ datati ma ben forniti...,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE
394,29880,TNPC02000A,È una scuola scadente. I Prof sono cattivi.,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE
395,29880,TNPC02000A,(Traduzione di Google) Ho studiato lì! Esperienza molto bella(Originale)I studied there! Very nice experience(Traduzione di Google) Ho studiato lì! Esperienza molto bella(Originale) …Altro,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE
396,29883,TNPM01000X,Qui ha studiato mia figlia - quando di chiamava Istituto Magistrale - e si è diplomata. Ora lo frequenta anche un mio nipote. Ottimo Liceo e bravi insegnanti.,LICEO DELLE SCIENZE UMANE
397,29883,TNPM01000X,"Ho avuto il piacere di di essere stato in questo luogo più di una volta.La cucina è un qualcosa di eccezionale, pesce fresco, possibilità di scegliere tra più menù fissi. Il personale è davvero accogliente così come il locale. Il pizzaiolo Franco offre una delle pizze più buone che abbia mai assaggiato.Augusta, la cameriera, sempre fantastica e Stefano il gestore è veramente cordiale.Mi tocca mettere solo 3 stelle perché m’hanno scavallato er monopattino e devo dire che è stata davvero un’esperienza greve, ma pazza matta e sgravata allo stesso tempo.Ottimo posto 👍😃💐Ho avuto il piacere di di essere stato in questo luogo più di una volta.La cucina è un qualcosa di eccezionale, pesce fresco, possibilità di scegliere tra più menù fissi. Il personale è davvero accogliente così come il locale. Il …Altro",LICEO DELLE SCIENZE UMANE
398,29883,TNPM01000X,"Il servizio è discreto e il personale è cordiale, ma il cibo è pessimo.",LICEO DELLE SCIENZE UMANE
399,29883,TNPM01000X,"1 stella perché meno non si può, la dirigenza è una banda di incompetenti che nega il futuro agli studenti bocciandoli ad un esame integrativo, lasciandoli così senza scuola a meno di 4 giorni dall' inizio della scuola.",LICEO DELLE SCIENZE UMANE
400,29883,TNPM01000X,5 stelle perchè la connessione va veloce in quella scuola :),LICEO DELLE SCIENZE UMANE
401,29883,TNPM01000X,Er sugo sgravato,LICEO DELLE SCIENZE UMANE
402,29883,TNPM01000X,Ci gira gente losca,LICEO DELLE SCIENZE UMANE
403,29884,TNPM01000X,Qui ha studiato mia figlia - quando di chiamava Istituto Magistrale - e si è diplomata. Ora lo frequenta anche un mio nipote. Ottimo Liceo e bravi insegnanti.,LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE
