InstituteName,SchoolAddress,SchoolName,Municipality,PhoneNumber
ISTITUTO COMPRENSIVO CENTRO VALSUGANA,"Via Marchi, 14 38050",SCUOLA PRIMARIA RONCHI VALSUGANA,RONCHI VALSUGANA,0461/764581
"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE","Via Gandhi, 1 38033",LICEO DELLE SCIENZE UMANE,CAVALESE,0462/341449
ISTITUTO COMPRENSIVO BRENTONICO,"Via Calzolari - Localita Fontana, 2 38060",,BRENTONICO,0464/395189
ISTITUTO COMPRENSIVO BRENTONICO,"Via Calzolari - Localita Fontana, 2 38060",SCUOLA PRIMARIA BRENTONICO,BRENTONICO,0464/395189
ASSOCIAZIONE PEDAGOGICA STEINERIANA - TRENTO,"Via Conci, 86 38123",,TRENTO,0461/930658
ASSOCIAZIONE PEDAGOGICA STEINERIANA - TRENTO,"Via Conci, 86 38123",ASSOCIAZIONE R. STEINER - PRIMARIA,TRENTO,0461/930658
ASSOCIAZIONE PEDAGOGICA STEINERIANA - TRENTO,"Via Conci, 86 38123",ASSOCIAZIONE R. STEINER - SECONDARIA I GRADO,TRENTO,0461/930658
ASSOCIAZIONE RUDOLF STEINER PER LA PEDAGOGIA APS - ROVERETO,"Via Stazione Mori, 10 38068",,ROVERETO,
ASSOCIAZIONE RUDOLF STEINER PER LA PEDAGOGIA APS - ROVERETO,"Via Stazione Mori, 10 38068",Asilo Colle Fiorito,ROVERETO,0464 434899
COLLEGIO ARCIVESCOVILE C.ENDRICI - TRENTO,"Via Monsignor  Endrici, 23 38122",,TRENTO,0461/1731200
COLLEGIO ARCIVESCOVILE C.ENDRICI - TRENTO,"Via Monsignor  Endrici, 23 38122",ISTITUTO TECNICO PER IL SETTORE ECONOMICO,TRENTO,0461/1731200
COLLEGIO ARCIVESCOVILE C.ENDRICI - TRENTO,"Via Monsignor  Endrici, 23 38122",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,TRENTO,0461/1731200
COLLEGIO ARCIVESCOVILE C.ENDRICI - TRENTO,"Via Monsignor  Endrici, 23 38122",LICEO CLASSICO ARCIVESCOVILE - TRENTO,TRENTO,0461/1731200
COLLEGIO ARCIVESCOVILE C.ENDRICI - TRENTO,"Via Monsignor  Endrici, 23 38122",LICEO LINGUISTICO ARCIVESCOVILE - TRENTO,TRENTO,0461/1731200
COLLEGIO ARCIVESCOVILE C.ENDRICI - TRENTO,"Via Monsignor  Endrici, 23 38122",LICEO SCIENTIFICO ARCIVESCOVILE - TRENTO,TRENTO,0461/1731200
COLLEGIO ARCIVESCOVILE C.ENDRICI - TRENTO,"Via Monsignor  Endrici, 23 38122",SCUOLA PRIMARIA ARCIVESCOVILE TRENTO,TRENTO,0461/1731200
COLLEGIO ARCIVESCOVILE C.ENDRICI - TRENTO,"Via Monsignor  Endrici, 23 38122",SCUOLA SECONDARIA DI PRIMO GRADO ARCIVESCOVILE TRENTO,TRENTO,0461/1731200
COLLEGIO ARCIVESCOVILE DAME INGLESI - ROVERETO,"Corso Bettini, 71 38068",,ROVERETO,0464/406000
COLLEGIO ARCIVESCOVILE DAME INGLESI - ROVERETO,"Corso Bettini, 71 38068",LICEO LINGUISTICO ARCIVESCOVILE DAME INGLESI - ROVERETO,ROVERETO,0464/406000
COLLEGIO ARCIVESCOVILE DAME INGLESI - ROVERETO,"Corso Bettini, 31 38068",SCUOLA PRIMARIA ARCIVESCOVILE DAME INGLESI ROVERETO,ROVERETO,0464/406000
COLLEGIO ARCIVESCOVILE DAME INGLESI - ROVERETO,"Corso Bettini, 31 38068",SCUOLA SECONDARIA DI PRIMO GRADO ARCIVESCOVILE DAME INGLESI ROVERETO,ROVERETO,0464/406000
COOPERATIVA SOCIALE SACRA FAMIGLIA ONLUS,"Via Della Saluga, 7 38121",,TRENTO,0461/080041
COOPERATIVA SOCIALE SACRA FAMIGLIA ONLUS,"Via Della Saluga, 7 38121",SCUOLA PRIMARIA SACRA FAMIGLIA TRENTO,TRENTO,0461/080041
"Centro Formazione Professionale ""Centromoda Canossa"" - Trento","Via Grazioli, 2 38122",,TRENTO,0461/260454
"Centro Formazione Professionale ""Centromoda Canossa"" - Trento","Via Grazioli, 2 38122",SETTORE INDUSTRIA E ARTIGIANATO,TRENTO,0461/260454
Centro Formazione Professionale ENAIP - Arco,"Via Gazzoletti, 8 38062",,ARCO,0464/516465
Circolo di coordinamento n. 1,"Via Mercato, 22 38030",Scuola dell'Infanzia di Varena,VILLE DI FIEMME,0462/341301
Circolo di coordinamento n. 2,"Via Temanza, 4 38051",,BORGO VALSUGANA,0461 491980
Circolo di coordinamento n. 2,"Via Ammiraglio Bettolo, 21 38050",Scuola dell'Infanzia di Bieno,BIENO,0461/596247
Circolo di coordinamento n. 2,"Via Alle Scuole - Bosentino, 12 38049",Scuola dell'Infanzia di Bosentino,ALTOPIANO DELLA VIGOLANA,0461/845133
Circolo di coordinamento n. 2,"Localita Lausen, 13 38050",Scuola dell'Infanzia di Canal San Bovo &quot;Lausen&quot;,CANAL SAN BOVO,0439/718979
Circolo di coordinamento n. 2,"Via Venezia, 16/A 38053",Scuola dell'Infanzia di Castello Tesino,CASTELLO TESINO,0461/593023
Circolo di coordinamento n. 2,"Via dei Campi - Centa San Nicolo, 14 38049",Scuola dell'Infanzia di Centa San Nicolò,ALTOPIANO DELLA VIGOLANA,0461/722120
Circolo di coordinamento n. 2,"Via Nazionale, 71 38050",Scuola dell'Infanzia di Imer,IMER,0439/67668
Circolo di coordinamento n. 2,"Via Monsignor Caproni, 1 38056",Scuola dell'Infanzia di Levico Terme &quot;Taita Marcos&quot;,LEVICO TERME,0461/706330
Circolo di coordinamento n. 2,"Via Valle, 4 38050",Scuola dell'Infanzia di Novaledo,NOVALEDO,0461/721100
Circolo di coordinamento n. 2,"Via Venezia, 1 38050",Scuola dell'Infanzia di Tenna &quot;Il sentiero&quot;,TENNA,0461/707635
Circolo di coordinamento n. 2,"Via Giardino - Vattaro, 7 38049",Scuola dell'Infanzia di Vattaro,ALTOPIANO DELLA VIGOLANA,0461/848066
Circolo di coordinamento n. 2,"Via Al Castello - Vigolo Vattaro, 10 38049",Scuola dell'Infanzia di Vigolo Vattaro &quot;Giardino dell'Amicizia&quot;,ALTOPIANO DELLA VIGOLANA,0461/848577
Circolo di coordinamento n. 2,"Via Dei Molini - Agnedo, 39 38059",Scuola dell'Infanzia di Villa Agnedo &quot;Natale Alpino&quot;,CASTEL IVANO,0461/762822
Circolo di coordinamento n. 4,"Via Gilli, 3 38121",,TRENTO,0461/496954
Circolo di coordinamento n. 4,"Frazione Petrolli, 37 38060",Scuola dell'Infanzia di Cimone &quot;Mamma Teresa&quot;,CIMONE,0461/855216
Circolo di coordinamento n. 4,"Via Al Torrione, 10 38122",Scuola dell'Infanzia di Trento  &quot;Torrione&quot;,TRENTO,0461/232554
Circolo di coordinamento n. 4,"Via Del Castel, 1/A 38123",Scuola dell'Infanzia di Trento  Mattarello  &quot;Il Castello&quot;,TRENTO,0461/945095
Centro Formazione Professionale ENAIP - Cles,"Via Mitterer, 10 38023",,CLES,0463/421362
Centro Formazione Professionale ENAIP - Cles,"Via Mitterer, 10 38023",SETTORE INDUSTRIA E ARTIGIANATO,CLES,0463/421362
Centro Formazione Professionale ENAIP - Tesero,"Via Caltrezza, 13 38038",,TESERO,0462/813133
Centro Formazione Professionale ENAIP - Tesero,"Via Caltrezza, 13 38038",SETTORE INDUSTRIA E ARTIGIANATO,TESERO,0462/813133
Centro Formazione Professionale ENAIP - Tesero,"Via Caltrezza, 13 38038",SETTORE SERVIZI,TESERO,0462/813133
Centro Formazione Professionale ENAIP - Tione di Trento,"Via Durone, 57 38079",,TIONE DI TRENTO,0465/321316
Centro Formazione Professionale ENAIP - Tione di Trento,"Via Durone, 57 38079",SETTORE INDUSTRIA E ARTIGIANATO,TIONE DI TRENTO,0465/321316
Centro Formazione Professionale ENAIP - Tione di Trento,"Via Durone, 57 38079",SETTORE SERVIZI,TIONE DI TRENTO,0465/321316
Centro Formazione Professionale ENAIP - Varone di Riva del Garda,"Rione Europa, 3 38066",,RIVA DEL GARDA,0464/521300
Centro Formazione Professionale ENAIP - Varone di Riva del Garda,"Rione Europa, 3 38066",SETTORE SERVIZI,RIVA DEL GARDA,0464/521300
Centro Formazione Professionale ENAIP - Villazzano,"Via Asiago, 14 38123",,TRENTO,0461/920386
Centro Formazione Professionale ENAIP - Villazzano,"Via Asiago, 14 38123",SETTORE INDUSTRIA E ARTIGIANATO,TRENTO,0461/920386
Centro Formazione Professionale Opera Armida Barelli - Levico,"Viale Roma, 61 38056",,LEVICO TERME,0461/706145
Centro Formazione Professionale Opera Armida Barelli - Rovereto,"Via Setaioli, 5 38068",,ROVERETO,0464/433771
Centro Formazione Professionale Opera Armida Barelli - Rovereto,"Via Setaioli, 5 38068",SETTORE SERVIZI,ROVERETO,0464/433771
Centro Formazione Professionale Pavoniano Artigianelli - Trento,"Piazza Di Fiera, 4 38122",,TRENTO,0461/270244
Centro Formazione Professionale Pavoniano Artigianelli - Trento,"Piazza Di Fiera, 4 38122",SETTORE INDUSTRIA E ARTIGIANATO,TRENTO,0461/270244
Centro Formazione Professionale UPT - Arco,"Via Gazzoletti, 10 38062",,ARCO,0464/556585
Centro Formazione Professionale UPT - Cles,"Via D Agostin, 2 38023",,CLES,0463/422820
Centro Formazione Professionale UPT - Rovereto,"Via Pasqui, 10 38068",,ROVERETO,0464/630050
Centro Formazione Professionale UPT - Tione di Trento,"Via Roma, 15 38079",,TIONE DI TRENTO,0465/321889
Centro Formazione Professionale UPT - Trento,"Via Borsieri, 2 38122",,TRENTO,0461/239997
Centro Formazione Professionale UPT - Trento,"Via Borsieri, 2 38122",SETTORE SERVIZI SERALE,TRENTO,0461/239997
Centro Formazione Professionale ENAIP - Primiero,"Via Forno - Transacqua, 12 38054",,PRIMIERO SAN MARTINO DI CASTROZZA,0439/762057
Centro Formazione Professionale ENAIP - Primiero,"Via Forno - Transacqua, 12 38054",SETTORE INDUSTRIA E ARTIGIANATO,PRIMIERO SAN MARTINO DI CASTROZZA,0439/762057
Centro Formazione Professionale ENAIP - Primiero,"Via Forno - Transacqua, 12 38054",SETTORE SERVIZI,PRIMIERO SAN MARTINO DI CASTROZZA,0439/762057
Circolo di coordinamento n. 1,"Viale Dante, 5 38057",,PERGINE VALSUGANA,0461/493491
Circolo di coordinamento n. 1,"Via del Municipio Vecchio, 2 38042",Scuola dell'Infanzia di Baselga di Piné,BASELGA DI PINE',0461/557640
Circolo di coordinamento n. 1,"Piazza Scuole, 3 38030",Scuola dell'Infanzia di Capriana &quot;Maddalena Lazzeri&quot;,CAPRIANA,0462/816377
Circolo di coordinamento n. 1,"Frazione Casatta, 54 38040",Scuola dell'Infanzia di Casatta,VALFLORIANA,0462/910249
Circolo di coordinamento n. 1,"Via Telvana, 4 38045",Scuola dell'Infanzia di Civezzano,CIVEZZANO,0461/858481
Circolo di coordinamento n. 1,"Via S Tommaso, 6 38030",Scuola dell'Infanzia di Daiano,VILLE DI FIEMME,0462/230589
Circolo di coordinamento n. 1,"Maso Ronca, 9 38050",Scuola dell'Infanzia di Fierozzo &quot;Himblring&quot;,FIEROZZO - VLARÖTZ,0461/540044
Circolo di coordinamento n. 1,"Via del Dos di Miola, 13 38042",Scuola dell'Infanzia di Miola di Pinè,BASELGA DI PINE',0461/557950
Circolo di coordinamento n. 1,"Via Segherie, 64/C 38030",Scuola dell'Infanzia di Molina di Fiemme,CASTELLO-MOLINA DI FIEMME,0462/230696
Circolo di coordinamento n. 1,"Via Vittorino da Feltre, 24 38043",Scuola dell'Infanzia di Piazze,BEDOLLO,0461/556518
Circolo di coordinamento n. 1,"Frazione Rizzolaga, 94 38042",Scuola dell'Infanzia di Rizzolaga di Pinè &quot;Raggio di sole&quot;,BASELGA DI PINE',0461/557629
Circolo di coordinamento n. 1,"Localita Pintarei, 9 38050",Scuola dell'Infanzia di S. Orsola &quot;Il girotondo&quot;,SANT'ORSOLA TERME,0461/551163
Circolo di coordinamento n. 1,"Via Alla Villa Wolf - Rovere, 4 38045",Scuola dell'Infanzia di Seregnano &quot;Arcobaleno&quot;,CIVEZZANO,0461/858736
Scuola dell'infanzia di Vigo di Fassa,"Strada Giuseppe Soraperra - Pozza di Fassa, 4 38036",Scuola dell'Infanzia di Vigo di Fassa,SAN GIOVANNI DI FASSA - SEN JAN,0462-763194
Scuola dell'infanzia di Vigo di Ton,"Piazza Guardi, 7 38010",,TON,0461-657897
Scuola dell'infanzia di Vigo di Ton,"Piazza Guardi, 7 38010",Scuola dell'Infanzia di Vigo di Ton,TON,0461-657897
Scuola dell'infanzia di Villamontagna,"Via dei Carli, 16 38121",,TRENTO,0461-209045
Scuola dell'infanzia di Villamontagna,"Via dei Carli, 16 38121",Scuola dell'Infanzia di Villamontagna,TRENTO,0461-209045
Scuola dell'infanzia di Villazzano,"Via Giordano, 15 38123",,TRENTO,0461-920382
Scuola dell'infanzia di Villazzano,"Via Giordano, 15 38123",Scuola dell'Infanzia di Villazzano,TRENTO,0461-920382
Scuola dell'infanzia di Volano,"Via S Maria, 13 38060",,VOLANO,0464-411516
Scuola dell'infanzia di Volano,"Via S Maria, 13 38060",Scuola dell'Infanzia di Volano,VOLANO,0464-411516
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO","Via Perlasca, 4 38017",LICEO SCIENTIFICO,MEZZOLOMBARDO,0461/601122
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO","Via Perlasca, 4 38017",LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,MEZZOLOMBARDO,0461/601122
"LICEO DELLE ARTI DI TRENTO E ROVERETO ""Vittoria-Bonporti-Depero""","Via Zambra, 3 38121",,TRENTO,0461/824422
"LICEO DELLE ARTI DI TRENTO E ROVERETO ""Vittoria-Bonporti-Depero""","Via Delle Fosse, 9 38068",LICEO ARTISTICO &quot;Depero&quot;- ROVERETO,ROVERETO,0464/438836
"LICEO DELLE ARTI DI TRENTO E ROVERETO ""Vittoria-Bonporti-Depero""","Via Zambra, 3 38121",LICEO ARTISTICO &quot;Vittoria&quot; - Trento,TRENTO,0461/824422
"LICEO DELLE ARTI DI TRENTO E ROVERETO ""Vittoria-Bonporti-Depero""","Vicolo S Maria Maddalena, 16 38122",LICEO MUSICALE COREUTICO ,TRENTO,0461/260648
ISTITUTO SACRO CUORE - TRENTO,"Piazza S Teresa Verzeri, 4 38122",,TRENTO,0461/981465
ISTITUTO SACRO CUORE - TRENTO,"Piazza S Teresa Verzeri, 4 38122",ISTITUTO TECNICO PER IL SETTORE ECONOMICO,TRENTO,0461/981465
ISTITUTO SACRO CUORE - TRENTO,"Piazza S Teresa Verzeri, 4 38122",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,TRENTO,0461/981465
ISTITUTO SACRO CUORE - TRENTO,"Piazza S Teresa Verzeri, 4 38122",LICEO ARTISTICO,TRENTO,0461/981465
ISTITUTO SACRO CUORE - TRENTO,"Piazza S Teresa Verzeri, 4 38122",LICEO DELLE SCIENZE UMANE,TRENTO,0461/981465
ISTITUTO SACRO CUORE - TRENTO,"Piazza S Teresa Verzeri, 4 38122",SCUOLA PRIMARIA SACRO CUORE TRENTO,TRENTO,0461/981465
ISTITUTO SACRO CUORE - TRENTO,"Piazza S Teresa Verzeri, 4 38122",SCUOLA SECONDARIA DI PRIMO GRADO SACRO CUORE TRENTO,TRENTO,0461/981465
ISTITUTO SALESIANO MARIA AUSILIATRICE - TRENTO,"Via Barbacovi, 22 38122",,TRENTO,0461/885555
ISTITUTO SALESIANO MARIA AUSILIATRICE - TRENTO,"Via Barbacovi, 22 38122",SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO,TRENTO,0461/885555
ISTITUTO SALESIANO S. CROCE - MEZZANO,"Via Molaren, 29 38050",,MEZZANO,0439/762019
ISTITUTO SALESIANO S. CROCE - MEZZANO,"Via Molaren, 29 38050",SCUOLA PRIMARIA SANTA CROCE MEZZANO,MEZZANO,0439/762019
ISTITUTO SALESIANO S. CROCE - MEZZANO,"Via Molaren, 29 38050",SCUOLA SECONDARIA DI PRIMO GRADO SANTA CROCE MEZZANO,MEZZANO,0439/762019
"ISTITUTO TECNICO ECONOMICO ""A. Tambosi"" - TRENTO","Via Brigata Acqui, 19 38122",,TRENTO,0461239955
"ISTITUTO TECNICO ECONOMICO ""A. Tambosi"" - TRENTO","Via Brigata Acqui, 19 38122",ISTITUTO TECNICO PER IL SETTORE ECONOMICO,TRENTO,0461239955
"ISTITUTO TECNICO ECONOMICO ""A. Tambosi"" - TRENTO","Via Brigata Acqui, 19 38122",ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,TRENTO,0461239955
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES","Via IV Novembre, 35 38023",,CLES,0463/421695
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES","Via IV Novembre, 35 38023",EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,CLES,0463/421695
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES","Via IV Novembre, 35 38023",ISTITUTO TECNICO PER IL SETTORE ECONOMICO,CLES,0463/421695
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES","Via IV Novembre, 35 38023",ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,CLES,0463/421695
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES","Via IV Novembre, 35 38023",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,CLES,0463/421695
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES","Via IV Novembre, 35 38023",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,CLES,0463/421695
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F. e G. Fontana"" - ROVERETO","Via Del Teatro, 4 38068",,ROVERETO,0464/436100
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F. e G. Fontana"" - ROVERETO","Via Del Teatro, 4 38068",ISTITUTO TECNICO PER IL SETTORE ECONOMICO,ROVERETO,0464/436100
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F. e G. Fontana"" - ROVERETO","Via Del Teatro, 4 38068",ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,ROVERETO,0464/436100
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F. e G. Fontana"" - ROVERETO","Via Del Teatro, 4 38068",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,ROVERETO,0464/436100
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO","Via Monti, 1 38068",,ROVERETO,0464/411400
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO","Via Monti, 1 38068",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,ROVERETO,0464/411400
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO","Via Monti, 1 38068",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,ROVERETO,0464/411400
"ISTITUTO TECNICO TECNOLOGICO ""M. Buonarroti"" - TRENTO","Via Brigata Acqui, 15 38122",,TRENTO,0461/216811
"ISTITUTO TECNICO TECNOLOGICO ""M. Buonarroti"" - TRENTO","Via Brigata Acqui, 15 38122",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,TRENTO,0461/216811
"ISTITUTO TECNICO TECNOLOGICO ""M. Buonarroti"" - TRENTO","Via Brigata Acqui, 15 38122",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,TRENTO,0461/216811
"LICEO ""A. Rosmini"" - ROVERETO","Corso Bettini, 86 38068",,ROVERETO,0464/437700
"LICEO ""A. Rosmini"" - ROVERETO","Corso Bettini, 86 38068",LICEO CLASSICO,ROVERETO,0464/437700
"LICEO ""A. Rosmini"" - ROVERETO","Corso Bettini, 86 38068",LICEO LINGUISTICO,ROVERETO,0464/437700
"LICEO ""A. Rosmini"" - ROVERETO","Corso Bettini, 86 38068",LICEO SCIENTIFICO,ROVERETO,0464/437700
"LICEO ""A. Rosmini"" - ROVERETO","Corso Bettini, 86 38068",LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,ROVERETO,0464/437700
"LICEO ""A. Rosmini"" - TRENTO","Via Malfatti, 2 38122",EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,TRENTO,0461/914400
"LICEO ""A. Rosmini"" - TRENTO","Via Malfatti, 2 38122",LICEO DELLE SCIENZE UMANE,TRENTO,0461/914400
"LICEO ""A. Rosmini"" - TRENTO","Via Malfatti, 2 38122",LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE,TRENTO,0461/914400
"LICEO ""A. Rosmini"" - TRENTO","Via Malfatti, 2 38122",LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE SERALE,TRENTO,0461/914400
"LICEO ""B. Russell"" - CLES","Via IV Novembre, 35 38023",,CLES,0463/424049
"LICEO ""B. Russell"" - CLES","Via IV Novembre, 35 38023",LICEO CLASSICO,CLES,0463/424049
"LICEO ""B. Russell"" - CLES","Via IV Novembre, 35 38023",LICEO DELLE SCIENZE UMANE,CLES,0463/424049
"LICEO ""B. Russell"" - CLES","Via IV Novembre, 35 38023",LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE,CLES,0463/424049
"LICEO ""B. Russell"" - CLES","Via IV Novembre, 35 38023",LICEO LINGUISTICO,CLES,0463/424049
"LICEO ""B. Russell"" - CLES","Via IV Novembre, 35 38023",LICEO SCIENTIFICO,CLES,0463/424049
"LICEO ""B. Russell"" - CLES","Via IV Novembre, 35 38023",LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,CLES,0463/424049
"LICEO ""F. Filzi"" - ROVERETO","Corso Rosmini, 61 38068",,ROVERETO,0464/421223
"LICEO ""F. Filzi"" - ROVERETO","Corso Rosmini, 61 38068",LICEO DELLE SCIENZE UMANE,ROVERETO,0464/421223
"LICEO ""F. Filzi"" - ROVERETO","Corso Rosmini, 61 38068",LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE,ROVERETO,0464/421223
"LICEO CLASSICO ""G. Prati"" - TRENTO","Via S Trinita, 38 38122",,TRENTO,0461/980190
"LICEO CLASSICO ""G. Prati"" - TRENTO","Via S Trinita, 38 38122",LICEO CLASSICO,TRENTO,0461/980190
"LICEO SCIENTIFICO ""G. Galilei"" - TRENTO","Viale Bolognini, 88 38122",,TRENTO,0461/913479
"LICEO SCIENTIFICO ""G. Galilei"" - TRENTO","Viale Bolognini, 88 38122",LICEO SCIENTIFICO,TRENTO,0461/913479
"LICEO SCIENTIFICO ""G. Galilei"" - TRENTO","Viale Bolognini, 88 38122",LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,TRENTO,0461/913479
"LICEO SCIENTIFICO ""L. Da Vinci"" - TRENTO","Via Madruzzo, 24 38122",LICEO SCIENTIFICO,TRENTO,0461/984099
"LICEO SCIENTIFICO ""L. Da Vinci"" - TRENTO","Via Madruzzo, 24 38122",LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,TRENTO,0461/984099
SCUOLA LADINA DI FASSA - SCOLA LADINA DE FASCIA,"Strada Giuseppe Soraperra - Pozza di Fassa, 6 38036",,SAN GIOVANNI DI FASSA - SEN JAN,0462/763702
SCUOLA LADINA DI FASSA - SCOLA LADINA DE FASCIA,"Strada Dolomites - Pozza di Fassa, 7 38036",LICEO ARTISTICO,SAN GIOVANNI DI FASSA - SEN JAN,0462/763702
SCUOLA LADINA DI FASSA - SCOLA LADINA DE FASCIA,"Strada de pra del Monech, 6 38036",LICEO LADINO DELLE LINGUE,SAN GIOVANNI DI FASSA - SEN JAN,0462/763702
SCUOLA LADINA DI FASSA - SCOLA LADINA DE FASCIA,"Strada de pra del Monech, 6 38036",LICEO SCIENTIFICO,SAN GIOVANNI DI FASSA - SEN JAN,0462/763702
SCUOLA LADINA DI FASSA - SCOLA LADINA DE FASCIA,"Piaz Jan Batista Massar - Vigo di Fassa, 14 38039",SCUOLA PRIMARIA &quot;DON G. B. MASSAR&quot; VIGO DI FASSA,SAN GIOVANNI DI FASSA - SEN JAN,0462/763702
SCUOLA LADINA DI FASSA - SCOLA LADINA DE FASCIA,"Strada De Bagnes - Pozza di Fassa, 10 38036",SCUOLA PRIMARIA &quot;DON L. GROSS&quot; POZZA DI FASSA,SAN GIOVANNI DI FASSA - SEN JAN,0462/763702
SCUOLA LADINA DI FASSA - SCOLA LADINA DE FASCIA,"Via de Magoa, 15 38032",SCUOLA PRIMARIA &quot;G. RIZZI&quot; CANAZEI,CANAZEI - CIANACEI,0462/763702
SCUOLA LADINA DI FASSA - SCOLA LADINA DE FASCIA,"Strada don Giovanni Iori, 19 38035",SCUOLA PRIMARIA &quot;PADRE E. CHIOCCHETTI&quot; MOENA,MOENA - MOENA,0462/763702
SCUOLA LADINA DI FASSA - SCOLA LADINA DE FASCIA,"Strada don Giovanni Iori, 19 38035",SCUOLA SECONDARIA DI PRIMO GRADO &quot;DON G. JORI&quot; MOENA,MOENA - MOENA,0462/763702
SCUOLA LADINA DI FASSA - SCOLA LADINA DE FASCIA,"Strèda de Marin, 3/A 38031",SCUOLA SECONDARIA DI PRIMO GRADO &quot;T. SORARUF&quot; CAMPITELLO DI FASSA,CAMPITELLO DI FASSA - CIAMPEDEL,0462/763702
SCUOLA LADINA DI FASSA - SCOLA LADINA DE FASCIA,"Strada Dolomites - Pozza di Fassa, 67 38036",SCUOLA SECONDARIA DI PRIMO GRADO POZZA DI FASSA,SAN GIOVANNI DI FASSA - SEN JAN,0462/763702
"SOCIETA' COOPERATIVA A R.L. ""I. DE CARNERI"" OXFORD CIVEZZANO","Via Murialdo, 30 38045",,CIVEZZANO,0461/857003
"SOCIETA' COOPERATIVA A R.L. ""I. DE CARNERI"" OXFORD CIVEZZANO","Via Murialdo, 30 38045",ISTITUTO PROFESSIONALE PER IL SETTORE DEI SERVIZI,CIVEZZANO,0461/857003
"SOCIETA' COOPERATIVA A R.L. ""I. DE CARNERI"" OXFORD CIVEZZANO","Via Murialdo, 30 38045",ISTITUTO TECNICO PER IL SETTORE ECONOMICO,CIVEZZANO,0461/857003
"SOCIETA' COOPERATIVA A R.L. ""I. DE CARNERI"" OXFORD CIVEZZANO","Via Murialdo, 30 38045",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,CIVEZZANO,0461/857003
"SOCIETA' COOPERATIVA A R.L. ""I. DE CARNERI"" OXFORD CIVEZZANO","Via Murialdo, 30 38045",SETTORE SERVIZI,CIVEZZANO,0461/857003
Scuola dell'infanzia di Albiano,"Via S Antonio, 22 38041",,ALBIANO,0461-689486
Scuola dell'infanzia di Albiano,"Via S Antonio, 22 38041",Scuola dell'Infanzia di Albiano,ALBIANO,0461-689486
Scuola dell'infanzia di Aldeno,"Via XXV Aprile, 5 38060",,ALDENO,0461-842597
Scuola dell'infanzia di Aldeno,"Via XXV Aprile, 5 38060",Scuola dell'Infanzia di Aldeno,ALDENO,0461-842597
Scuola dell'infanzia di Andalo,"Via Paganella, 5 38010",,ANDALO,0461-585898
Scuola dell'infanzia di Andalo,"Via Paganella, 5 38010",Scuola dell'Infanzia di Andalo,ANDALO,0461-585898
Scuola dell'infanzia di Arco,"Viale Capitelli, 16 38062",,ARCO,0464-516369
