school_type,address,phone_number,fax_number,school_email,management_email,office_email,website,miur_code,school_name,school_id,institute_id,institute_id_number
Provinciale,"Via de Magoa,
    
15 -
    
38032    
CANAZEI - CIANACEI",+39 0462 763702,+39 0462 760001,scuolaladinadifassa@pec.provincia.tn.it,dir.scuolaladinadifassa@scuole.provincia.tn.it,segr.scuolaladinadifassa@scuole.provincia.tn.it,http://www.scuoladifassa.it,TNEE85001T,"

                
SCUOLA PRIMARIA ""G. RIZZI"" CANAZEI
            
",29913,/Scuole/SCUOLA-LADINA-DI-FASSA-SCOLA-LADINA-DE-FASCIA2,49
Provinciale,"Strada don Giovanni Iori,
    
19 -
    
38035    
MOENA - MOENA",+39 0462 763702,+39 0462 760001,scuolaladinadifassa@pec.provincia.tn.it,dir.scuolaladinadifassa@scuole.provincia.tn.it,segr.scuolaladinadifassa@scuole.provincia.tn.it,http://www.scuoladifassa.it,TNEE85002V,"

                
SCUOLA PRIMARIA ""PADRE E. CHIOCCHETTI"" MOENA
            
",29914,/Scuole/SCUOLA-LADINA-DI-FASSA-SCOLA-LADINA-DE-FASCIA2,49
Provinciale,"Strada don Giovanni Iori,
    
19 -
    
38035    
MOENA - MOENA",+39 0462 763702,+39 0462 760001,scuolaladinadifassa@pec.provincia.tn.it,dir.scuolaladinadifassa@scuole.provincia.tn.it,segr.scuolaladinadifassa@scuole.provincia.tn.it,http://www.scuoladifassa.it,TNMM85002T,"

                
SCUOLA SECONDARIA DI PRIMO GRADO ""DON G. JORI"" MOENA
            
",29915,/Scuole/SCUOLA-LADINA-DI-FASSA-SCOLA-LADINA-DE-FASCIA2,49
Provinciale,"Strèda de Marin,
    
3/A -
    
38031    
CAMPITELLO DI FASSA - CIAMPEDEL",+39 0462 763702,+39 0462 760001,scuolaladinadifassa@pec.provincia.tn.it,dir.scuolaladinadifassa@scuole.provincia.tn.it,segr.scuolaladinadifassa@scuole.provincia.tn.it,http://www.scuoladifassa.it,TNMM85001R,"

                
SCUOLA SECONDARIA DI PRIMO GRADO ""T. SORARUF"" CAMPITELLO DI FASSA
            
",29916,/Scuole/SCUOLA-LADINA-DI-FASSA-SCOLA-LADINA-DE-FASCIA2,49
Provinciale,"Strada Dolomites - Pozza di Fassa,
    
67 -
    
38036    
SAN GIOVANNI DI FASSA - SEN JAN",+39 0462 763702,+39 0462 760001,scuolaladinadifassa@pec.provincia.tn.it,dir.scuolaladinadifassa@scuole.provincia.tn.it,segr.scuolaladinadifassa@scuole.provincia.tn.it,http://www.scuoladifassa.it,TNMM85003V,"

                
SCUOLA SECONDARIA DI PRIMO GRADO POZZA DI FASSA
            
",29917,/Scuole/SCUOLA-LADINA-DI-FASSA-SCOLA-LADINA-DE-FASCIA2,49
Gestione autonoma,"Via Murialdo,
    
30 -
    
38045    
CIVEZZANO",+39 0461 857003,+39 0461 857284,oxford@pec.cooperazionetrentina.it,nan,info@istitutodecarneri.it,http://www.istitutodecarneri.it,TNRI015007,"

                
ISTITUTO PROFESSIONALE PER IL SETTORE DEI SERVIZI
            
",29919,/Scuole/SOCIETA-COOPERATIVA-A-R.L.-I.-DE-CARNERI-OXFORD-CIVEZZANO2,50
Gestione autonoma,"Via Murialdo,
    
30 -
    
38045    
CIVEZZANO",+39 0461 857003,+39 0461 857284,oxford@pec.cooperazionetrentina.it,nan,info@istitutodecarneri.it,http://www.istitutodecarneri.it,TNTN01500Q,"

                
ISTITUTO TECNICO PER IL SETTORE ECONOMICO
            
",29920,/Scuole/SOCIETA-COOPERATIVA-A-R.L.-I.-DE-CARNERI-OXFORD-CIVEZZANO2,50
Gestione autonoma,"Via Murialdo,
    
30 -
    
38045    
CIVEZZANO",+39 0461 857003,+39 0461 857284,oxford@pec.cooperazionetrentina.it,nan,info@istitutodecarneri.it,http://www.istitutodecarneri.it,TNTE045005,"

                
ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
            
",29921,/Scuole/SOCIETA-COOPERATIVA-A-R.L.-I.-DE-CARNERI-OXFORD-CIVEZZANO2,50
Gestione autonoma,"Via Murialdo,
    
30 -
    
38045    
CIVEZZANO",+39 0461 857003,+39 0461 857284,oxford@pec.cooperazionetrentina.it,nan,info@istitutodecarneri.it,http://www.istitutodecarneri.it,TNFP269STA,"

                
SETTORE SERVIZI
            
",29922,/Scuole/SOCIETA-COOPERATIVA-A-R.L.-I.-DE-CARNERI-OXFORD-CIVEZZANO2,50
Delega F.P.S.M.,"Via S Antonio,
    
22 -
    
38041    
ALBIANO",0461-689486,+39 0461 723325,albiano.presidente@fpsm.tn.it,nan,albiano.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Albiano
            
",29928,/Scuole/Scuola-dell-infanzia-di-Albiano2,51
Delega F.P.S.M.,"Via XXV Aprile,
    
5 -
    
38060    
ALDENO",0461-842597,nan,aldeno.presidente@fpsm.tn.it,nan,aldeno.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Aldeno
            
",29930,/Scuole/Scuola-dell-infanzia-di-Aldeno2,52
Delega F.P.S.M.,"Via Paganella,
    
5 -
    
38010    
ANDALO",0461-585898,nan,andalo.presidente@fpsm.tn.it,nan,andalo.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Andalo
            
",29932,/Scuole/Scuola-dell-infanzia-di-Andalo2,53
Delega F.P.S.M.,"Viale Capitelli,
    
16 -
    
38062    
ARCO",0464-516369,nan,arco.segretario@fpsm.tn.it,nan,arco.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Arco
            
",29934,/Scuole/Scuola-dell-infanzia-di-Arco2,54
Delega F.P.S.M.,"Via Dante,
    
5 -
    
38063    
AVIO",0464-684102,nan,avio.presidente@fpsm.tn.it,nan,avio.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Avio
            
",29936,/Scuole/Scuola-dell-infanzia-di-Avio2,55
Delega F.P.S.M.,"Via di S Taddeo,
    
8 -
    
38056    
LEVICO TERME",0461-707295,nan,barco.presidente@fpsm.tn.it,nan,barco.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Barco di Levico
            
",29938,/Scuole/Scuola-dell-infanzia-di-Barco-di-Levico2,56
Delega F.P.S.M.,"Piazza Vittoria,
    
1 -
    
38062    
ARCO",0464-516315,nan,bolognano.presidente@fpsm.tn.it,nan,bolognano.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Bolognano
            
",29940,/Scuole/Scuola-dell-infanzia-di-Bolognano2,57
Delega F.P.S.M.,"Via Giusti,
    
46 -
    
38080    
BONDONE",0465-299996,nan,bondone.presidente@fpsm.tn.it,nan,bondone.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Bondone
            
",29942,/Scuole/Scuola-dell-infanzia-di-Bondone2,58
Delega F.P.S.M.,"Via Fedrigotti,
    
9 -
    
38068    
ROVERETO",0464-430541,nan,borgo.sacco.presidente@fpsm.tn.it,nan,borgo.sacco.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Borgo Sacco
            
",29944,/Scuole/Scuola-dell-infanzia-di-Borgo-Sacco2,59
Delega F.P.S.M.,"Piazza Romani,
    
8 -
    
38051    
BORGO VALSUGANA",0461-754771,nan,borgo.valsugana.presidente@fpsm.tn.it,nan,borgo.valsugana.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Borgo Valsugana
            
",29946,/Scuole/Scuola-dell-infanzia-di-Borgo-Valsugana2,60
Delega F.P.S.M.,"Via Mantova,
    
5 -
    
38060    
BRENTONICO",0464-395628,nan,brentonico.segretario@fpsm.tn.it,nan,brentonico.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Brentonico
            
",29948,/Scuole/Scuola-dell-infanzia-di-Brentonico2,61
Delega F.P.S.M.,"Via Cavour,
    
2 -
    
38050    
CALCERANICA AL LAGO",0461-723325,nan,calceranica.contabile@fpsm.tn.it,nan,calceranica.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Calceranica
            
",29950,/Scuole/Scuola-dell-infanzia-di-Calceranica2,62
Delega F.P.S.M.,"Via Asilo,
    
1 -
    
38052    
CALDONAZZO",0461-724658,nan,caldonazzo.presidente@fpsm.tn.it,nan,caldonazzo.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Caldonazzo
            
",29952,/Scuole/Scuola-dell-infanzia-di-Caldonazzo2,63
Delega F.P.S.M.,"Strèda sènc Felip e Giacum,
    
9 -
    
38031    
CAMPITELLO DI FASSA - CIAMPEDEL",0462-750470,nan,campitello.presidente@fpsm.tn.it,nan,campitello.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Campitello di Fassa
            
",29954,/Scuole/Scuola-dell-infanzia-di-Campitello-di-Fassa2,64
Delega F.P.S.M.,"Via S Maurizio,
    
3 -
    
38010    
CAMPODENNO",0461-655166,nan,campodenno.presidente@fpsm.tn.it,nan,campodenno.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Campodenno
            
",29956,/Scuole/Scuola-dell-infanzia-di-Campodenno2,65
Delega F.P.S.M.,"Via Giovanelli,
    
40 -
    
38033    
VILLE DI FIEMME",0462-341759,nan,carano.presidente@fpsm.tn.it,nan,carano.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Carano
            
",29958,/Scuole/Scuola-dell-infanzia-di-Carano2,66
Delega F.P.S.M.,"Via IV Novembre,
    
34/A -
    
38010    
TERRE D'ADIGE",0461-870656,nan,nave.presidente@fpsm.tn.it,nan,nave.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Nave San Rocco
            
",30062,/Scuole/Scuola-dell-infanzia-di-Nave-San-Rocco2,67
Delega F.P.S.M.,"Via Baroni Del Moll,
    
2 -
    
38060    
NOMI",0464-835294,nan,nomi.segretario@fpsm.tn.it,nan,nomi.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Nomi
            
",30064,/Scuole/Scuola-dell-infanzia-di-Nomi2,68
Delega F.P.S.M.,"Via XX Settembre,
    
5 -
    
38050    
OSPEDALETTO",+39 347 0362437,nan,ospedaletto.presidente@fpsm.tn.it,nan,ospedaletto.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Ospedaletto
            
",30066,/Scuole/Scuola-dell-infanzia-di-Ospedaletto2,69
Delega F.P.S.M.,"Via alle Cime - Padergnone,
    
14 -
    
38070    
VALLELAGHI",0461-864358,nan,padergnone.presidente@fpsm.tn.it,nan,padergnone.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Padergnone
            
",30070,/Scuole/Scuola-dell-infanzia-di-Padergnone2,70
Delega F.P.S.M.,"Piazza Chiesa,
    
6 -
    
38030    
PANCHIA'",0462-814141,nan,panchia.presidente@fpsm.tn.it,nan,panchia.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Panchià
            
",30072,/Scuole/Scuola-dell-infanzia-di-Panchia2,71
Delega F.P.S.M.,"Via S Antonio,
    
1 -
    
38060    
VILLA LAGARINA",0464-412151,nan,pedersano.presidente@fpsm.tn.it,nan,pedersano.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Pedersano
            
",30074,/Scuole/Scuola-dell-infanzia-di-Pedersano2,72
Delega F.P.S.M.,"Piazza Mercato,
    
11 -
    
38074    
DRO",0464-507142,nan,pietramurata.presidente@fpsm.tn.it,nan,pietramurata.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Pietramurata
            
",30078,/Scuole/Scuola-dell-infanzia-di-Pietramurata2,73
Delega F.P.S.M.,"Via Fratelli Rizza',
    
14 -
    
38050    
PIEVE TESINO",0461-594733,nan,pieve.tesino.presidente@fpsm.tn.it,nan,pieve.tesino.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Pieve Tesino
            
",30080,/Scuole/Scuola-dell-infanzia-di-Pieve-Tesino2,74
Delega F.P.S.M.,"Via Fiera - Creto - Pieve di Bono,
    
9/B -
    
38085    
PIEVE DI BONO-PREZZO",0465-674083,nan,pieve.bono.presidente@fpsm.tn.it,nan,pieve.bono.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Pieve di Bono
            
",30082,/Scuole/Scuola-dell-infanzia-di-Pieve-di-Bono2,75
Delega F.P.S.M.,"Piazza Vittorio Veneto - Pilcante,
    
19 -
    
38061    
ALA",0464-672588,nan,pilcante.presidente@fpsm.tn.it,nan,pilcante.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Pilcante
            
",30084,/Scuole/Scuola-dell-infanzia-di-Pilcante2,76
Delega F.P.S.M.,"Via Al Sole,
    
43 -
    
38086    
PINZOLO",0465-501019,nan,pinzolo.presidente@fpsm.tn.it,nan,pinzolo.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Pinzolo
            
",30086,/Scuole/Scuola-dell-infanzia-di-Pinzolo2,77
Delega F.P.S.M.,"Via S Giovanni Bosco - Ponte Arche - Bleggio Inferiore,
    
7 -
    
38070    
COMANO TERME",0465-702422,nan,ponte.arche.presidente@fpsm.tn.it,nan,ponte.arche.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Ponte Arche
            
",30088,/Scuole/Scuola-dell-infanzia-di-Ponte-Arche2,78
Delega F.P.S.M.,"Via Pante',
    
1 -
    
38123    
TRENTO",0461-810049,nan,povo.presidente@fpsm.tn.it,nan,povo.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Povo
            
",30090,/Scuole/Scuola-dell-infanzia-di-Povo2,79
Delega F.P.S.M.,"Frazione Vanza,
    
50 -
    
38068    
TRAMBILENO",0464-868074,nan,trambileno.presidente@fpsm.tn.it,nan,trambileno.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Pozza di Trambileno
            
",30092,/Scuole/Scuola-dell-infanzia-di-Pozza-di-Trambileno2,80
Delega F.P.S.M.,"Via Pilati,
    
16 -
    
38015    
LAVIS",0461-240394,nan,pressano.presidente@fpsm.tn.it,nan,pressano.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Pressano
            
",30096,/Scuole/Scuola-dell-infanzia-di-Pressano2,81
Delega F.P.S.M.,"Frazione Larido,
    
10 -
    
38071    
BLEGGIO SUPERIORE",0465-779575,nan,quadra.cavrasto.presidente@fpsm.tn.it,nan,quadra.cavrasto.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Quadra - Cavrasto
            
",30098,/Scuole/Scuola-dell-infanzia-di-Quadra-Cavrasto2,82
Delega F.P.S.M.,"Largo Caduti delle Foibe,
    
2 -
    
38066    
RIVA DEL GARDA",0464-553578,nan,riva.rione.presidente@fpsm.tn.it,nan,riva.rione.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Riva  ""Degasperi""
            
",30104,/Scuole/Scuola-dell-infanzia-di-Riva-Degasperi2,83
Delega F.P.S.M.,"Via S Alessandro,
    
10 -
    
38066    
RIVA DEL GARDA",0464-554051,nan,s.alessandro.presidente@fpsm.tn.it,nan,s.alessandro.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Riva del Garda  ""S. Alessandro""
            
",30106,/Scuole/Scuola-dell-infanzia-di-Riva-del-Garda-S.-Alessandro2,84
Delega F.P.S.M.,"Via Baldessari,
    
15 -
    
38050    
RONCEGNO TERME",0461-764199,nan,roncegno.presidente@fpsm.tn.it,nan,roncegno.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Roncegno
            
",30108,/Scuole/Scuola-dell-infanzia-di-Roncegno2,85
Delega F.P.S.M.,"Via Marchi,
    
14 -
    
38050    
RONCHI VALSUGANA",0461-773197,nan,ronchi.valsugana.presidente@fpsm.tn.it,nan,ronchi.valsugana.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Ronchi Valsugana
            
",30110,/Scuole/Scuola-dell-infanzia-di-Ronchi-Valsugana2,86
Delega F.P.S.M.,"Via Edison - Taio,
    
3 -
    
38012    
PREDAIA",0463-468269,nan,taio.presidente@fpsm.tn.it,nan,taio.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Taio
            
",30162,/Scuole/Scuola-dell-infanzia-di-Taio2,87
Delega F.P.S.M.,"Via Paradiso,
    
1 -
    
38050    
TELVE",0461-766315,nan,telve.presidente@fpsm.tn.it,nan,telve.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Telve
            
",30164,/Scuole/Scuola-dell-infanzia-di-Telve2,88
Delega F.P.S.M.,"Via Brocchetti,
    
53 -
    
38060    
TENNO",0464-503034,nan,tenno.presidente@fpsm.tn.it,nan,tenno.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Tenno
            
",30166,/Scuole/Scuola-dell-infanzia-di-Tenno2,89
Delega F.P.S.M.,"Via Marconi,
    
8/A -
    
38055    
GRIGNO",0461-769192,nan,tezze.presidente@fpsm.tn.it,nan,tezze.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Tezze Valsugana
            
",30170,/Scuole/Scuola-dell-infanzia-di-Tezze-Valsugana2,90
Delega F.P.S.M.,"Via Fuganti - Tonadico,
    
8 -
    
38054    
PRIMIERO SAN MARTINO DI CASTROZZA",0439-762062,nan,tonadico.segretario@fpsm.tn.it,nan,tonadico.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Tonadico
            
",30172,/Scuole/Scuola-dell-infanzia-di-Tonadico2,91
Delega F.P.S.M.,"Via Don Davide Gioppi,
    
72 -
    
38069    
NAGO-TORBOLE",0464-505159,nan,torbole.presidente@fpsm.tn.it,nan,torbole.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Torbole
            
",30174,/Scuole/Scuola-dell-infanzia-di-Torbole2,92
Delega F.P.S.M.,"Via Della Fontana,
    
15 -
    
38050    
TORCEGNO",0461-760796,nan,torcegno.presidente@fpsm.tn.it,nan,torcegno.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Torcegno
            
",30176,/Scuole/Scuola-dell-infanzia-di-Torcegno2,93
Delega F.P.S.M.,"Piazza Municipio - Transacqua,
    
11 -
    
38054    
PRIMIERO SAN MARTINO DI CASTROZZA",0439-62313,nan,transacqua.presidente@fpsm.tn.it,nan,transacqua.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Transacqua
            
",30178,/Scuole/Scuola-dell-infanzia-di-Transacqua2,94
Delega F.P.S.M.,"Via Asilo Pedrotti,
    
2 -
    
38122    
TRENTO",0461-914039,nan,trento.pedrotti.presidente@fpsm.tn.it,nan,trento.pedrotti.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Trento  ""Pedrotti""
            
",30182,/Scuole/Scuola-dell-infanzia-di-Trento-Pedrotti2,95
Delega F.P.S.M.,"Via Dei Paradisi,
    
4 -
    
38122    
TRENTO",0461-1482248,nan,trento.canossiane.segretario@fpsm.tn.it,nan,trento.canossiane.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Trento  Canossiane
            
",30186,/Scuole/Scuola-dell-infanzia-di-Trento-Canossiane2,96
Delega F.P.S.M.,"Viale Dei Tigli,
    
9/1 -
    
38123    
TRENTO",0461-924555,nan,trento.s.bartolomeo.segretario@fpsm.tn.it,nan,trento.s.bartolomeo.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Trento  S. Bartolomeo
            
",30188,/Scuole/Scuola-dell-infanzia-di-Trento-S.-Bartolomeo2,97
Delega F.P.S.M.,"Via Kofler,
    
10 -
    
38121    
TRENTO",+39 0461 235069,+39 0461 983903,cognola.segretario@fpsm.tn.it,nan,cognola.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Trento Cognola ""B. Kofler""
            
",30194,/Scuole/Scuola-dell-infanzia-di-Trento-Cognola-B.-Kofler2,98
Delega F.P.S.M.,"Via Einaudi,
    
66 -
    
38123    
TRENTO",0461-923464,nan,trento.clarina.presidente@fpsm.tn.it,nan,trento.clarina.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Trento La Clarina
            
",30196,/Scuole/Scuola-dell-infanzia-di-Trento-La-Clarina2,99
Delega F.P.S.M.,"Via per Cognola,
    
43 -
    
38122    
TRENTO",+39 0461 260977,+39 0461 983903,cognola.segretario@fpsm.tn.it,nan,trento.san.dona.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Trento San Donà ""B. Kofler""
            
",30198,/Scuole/Scuola-dell-infanzia-di-Trento-San-Dona-B.-Kofler2,100
Delega F.P.S.M.,"Via Marconi - Tuenno,
    
2 -
    
38019    
VILLE D'ANAUNIA",0463-451238,nan,tuenno.presidente@fpsm.tn.it,nan,tuenno.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Tuenno
            
",30200,/Scuole/Scuola-dell-infanzia-di-Tuenno2,101
Delega F.P.S.M.,"Via Sega,
    
5 -
    
38066    
RIVA DEL GARDA",0464-521350,nan,varone.presidente@fpsm.tn.it,nan,varone.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Varone
            
",30202,/Scuole/Scuola-dell-infanzia-di-Varone2,102
Delega F.P.S.M.,"Via di S Pietro,
    
26 -
    
38029    
VERMIGLIO",0463-758141,nan,vermiglio.presidente@fpsm.tn.it,nan,vermiglio.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Vermiglio
            
",30204,/Scuole/Scuola-dell-infanzia-di-Vermiglio2,103
Delega F.P.S.M.,"Via Dante - Vezzano,
    
24 -
    
38070    
VALLELAGHI",0461-864918,nan,vezzano.presidente@fpsm.tn.it,nan,vezzano.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Vezzano
            
",30206,/Scuole/Scuola-dell-infanzia-di-Vezzano2,104
Delega F.P.S.M.,"Via Scuola Materna,
    
1 -
    
38073    
CAVEDINE",0461-566061,nan,vigo.cavedine.presidente@fpsm.tn.it,nan,vigo.cavedine.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Vigo Cavedine
            
",30208,/Scuole/Scuola-dell-infanzia-di-Vigo-Cavedine2,105
Delega F.P.S.M.,"Via Madonna Dei Prati,
    
3 -
    
38121    
TRENTO",0461-448252,nan,vigo.meano.contabile@fpsm.tn.it,nan,vigo.meano.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Vigo Cortesano
            
",30210,/Scuole/Scuola-dell-infanzia-di-Vigo-Cortesano2,106
Delega F.P.S.M.,"Frazione Vigo Lomaso - Lomaso,
    
1 -
    
38070    
COMANO TERME",0465-701249,nan,vigo.lomaso.presidente@fpsm.tn.it,nan,vigo.lomaso.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Vigo Lomaso
            
",30212,/Scuole/Scuola-dell-infanzia-di-Vigo-Lomaso2,107
Delega F.P.S.M.,"Via del Loghét,
    
69 -
    
38121    
TRENTO",0461-990050,nan,ghiaie.segretario@fpsm.tn.it,nan,ghiaie.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Ghiaie di Gardolo
            
",30010,/Scuole/Scuola-dell-infanzia-di-Ghiaie-di-Gardolo2,108
Delega F.P.S.M.,"Via Nazario Sauro,
    
25 -
    
38055    
GRIGNO",0461-765333,nan,grigno.presidente@fpsm.tn.it,nan,grigno.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Grigno
            
",30012,/Scuole/Scuola-dell-infanzia-di-Grigno2,109
Delega F.P.S.M.,"Piazza delle Nogare,
    
2 -
    
38057    
PERGINE VALSUGANA",0461-532285,nan,ischia.presidente@fpsm.tn.it,nan,ischia.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Ischia di Pergine
            
",30014,/Scuole/Scuola-dell-infanzia-di-Ischia-di-Pergine2,110
Delega F.P.S.M.,"Via S Rocco,
    
14 -
    
38040    
LONA-LASES",0461-697101,nan,lona.presidente@fpsm.tn.it,nan,lona.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Lona
            
",30022,/Scuole/Scuola-dell-infanzia-di-Lona2,111
Delega F.P.S.M.,"Via Serafini - Madonna di Campiglio,
    
13 -
    
38070    
TRE VILLE",0465-442779,+39 0465 442779,madonna.campiglio.segretario@fpsm.tn.it,nan,madonna.campiglio.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Madonna di Campiglio
            
",30024,/Scuole/Scuola-dell-infanzia-di-Madonna-di-Campiglio2,112
Delega F.P.S.M.,"Via D Oltrefersina,
    
54 -
    
38057    
PERGINE VALSUGANA",0461-552109,nan,madrano.segretario@fpsm.tn.it,nan,madrano.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Madrano
            
",30026,/Scuole/Scuola-dell-infanzia-di-Madrano2,113
Delega F.P.S.M.,"Via Don Rauzi,
    
6 -
    
38027    
MALE'",0463-901925,nan,male.presidente@fpsm.tn.it,nan,male.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Malè
            
",30028,/Scuole/Scuola-dell-infanzia-di-Male2,114
Delega F.P.S.M.,"Piazza S Margherita,
    
2 -
    
38050    
RONCEGNO TERME",0461-764505,nan,marter.segretario@fpsm.tn.it,nan,marter.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Marter
            
",30032,/Scuole/Scuola-dell-infanzia-di-Marter2,115
Delega F.P.S.M.,"Via Sabbionare,
    
3 -
    
38121    
TRENTO",0461-820233,nan,martignano.segretario@fpsm.tn.it,nan,martignano.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Martignano
            
",30034,/Scuole/Scuola-dell-infanzia-di-Martignano-D.-Leone-Serafini2,116
Delega F.P.S.M.,"Via Maffei - San Martino,
    
2 -
    
38062    
ARCO",0464-517719,nan,massone.presidente@fpsm.tn.it,nan,massone.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Massone
            
",30038,/Scuole/Scuola-dell-infanzia-di-Massone2,117
Delega F.P.S.M.,"Via Don Luigi Borghesi,
    
35 -
    
38023    
CLES",0463-421247,nan,mechel.presidente@fpsm.tn.it,nan,mechel.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Mechel
            
",30040,/Scuole/Scuola-dell-infanzia-di-Mechel2,118
Delega F.P.S.M.,"Via IV Novembre,
    
16 -
    
38050    
MEZZANO",0439-67027,nan,mezzano.contabile@fpsm.tn.it,nan,mezzano.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Mezzano
            
",30042,/Scuole/Scuola-dell-infanzia-di-Mezzano2,119
Delega F.P.S.M.,"Via S Giovanni Bosco,
    
4 -
    
38016    
MEZZOCORONA",0461-603933,nan,mezzocorona.presidente@fpsm.tn.it,nan,mezzocorona.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Mezzocorona
            
",30044,/Scuole/Scuola-dell-infanzia-di-Mezzocorona2,120
Delega F.P.S.M.,"Corso del Popolo,
    
34/B -
    
38017    
MEZZOLOMBARDO",0461-601324,nan,mezzolombardo.presidente@fpsm.tn.it,nan,mezzolombardo.segretario@fpsm.tn.it,nan,nan,"

                
Scuola dell'Infanzia di Mezzolombardo
            
",30046,/Scuole/Scuola-dell-infanzia-di-Mezzolombardo2,121
