,school_type,address,phone_number,fax_number,school_email,management_email,office_email,website,miur_code,school_name,school_id,institute_id,institute_id_number
170,F.P.S.M. Delegation,"Via Mantova,
    
5 -
    
38060    
BRENTONICO",0464-395628,,brentonico.segretario@fpsm.tn.it,,brentonico.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Brentonico
            
",29948,/Scuole/Scuola-dell-infanzia-di-Brentonico2,61
171,F.P.S.M. Delegation,"Via Cavour,
    
2 -
    
38050    
CALCERANICA AL LAGO",0461-723325,,calceranica.contabile@fpsm.tn.it,,calceranica.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Calceranica
            
",29950,/Scuole/Scuola-dell-infanzia-di-Calceranica2,62
172,F.P.S.M. Delegation,"Via Asilo,
    
1 -
    
38052    
CALDONAZZO",0461-724658,,caldonazzo.presidente@fpsm.tn.it,,caldonazzo.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Caldonazzo
            
",29952,/Scuole/Scuola-dell-infanzia-di-Caldonazzo2,63
173,F.P.S.M. Delegation,"Strèda sènc Felip e Giacum,
    
9 -
    
38031    
CAMPITELLO DI FASSA - CIAMPEDEL",0462-750470,,campitello.presidente@fpsm.tn.it,,campitello.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Campitello di Fassa
            
",29954,/Scuole/Scuola-dell-infanzia-di-Campitello-di-Fassa2,64
174,F.P.S.M. Delegation,"Via S Maurizio,
    
3 -
    
38010    
CAMPODENNO",0461-655166,,campodenno.presidente@fpsm.tn.it,,campodenno.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Campodenno
            
",29956,/Scuole/Scuola-dell-infanzia-di-Campodenno2,65
175,F.P.S.M. Delegation,"Via Giovanelli,
    
40 -
    
38033    
VILLE DI FIEMME",0462-341759,,carano.presidente@fpsm.tn.it,,carano.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Carano
            
",29958,/Scuole/Scuola-dell-infanzia-di-Carano2,66
176,F.P.S.M. Delegation,"Via IV Novembre,
    
34/A -
    
38010    
TERRE D'ADIGE",0461-870656,,nave.presidente@fpsm.tn.it,,nave.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Nave San Rocco
            
",30062,/Scuole/Scuola-dell-infanzia-di-Nave-San-Rocco2,67
177,F.P.S.M. Delegation,"Via Baroni Del Moll,
    
2 -
    
38060    
NOMI",0464-835294,,nomi.segretario@fpsm.tn.it,,nomi.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Nomi
            
",30064,/Scuole/Scuola-dell-infanzia-di-Nomi2,68
178,F.P.S.M. Delegation,"Via XX Settembre,
    
5 -
    
38050    
OSPEDALETTO",+39 347 0362437,,ospedaletto.presidente@fpsm.tn.it,,ospedaletto.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Ospedaletto
            
",30066,/Scuole/Scuola-dell-infanzia-di-Ospedaletto2,69
179,F.P.S.M. Delegation,"Via alle Cime - Padergnone,
    
14 -
    
38070    
VALLELAGHI",0461-864358,,padergnone.presidente@fpsm.tn.it,,padergnone.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Padergnone
            
",30070,/Scuole/Scuola-dell-infanzia-di-Padergnone2,70
180,F.P.S.M. Delegation,"Piazza Chiesa,
    
6 -
    
38030    
PANCHIA'",0462-814141,,panchia.presidente@fpsm.tn.it,,panchia.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Panchià
            
",30072,/Scuole/Scuola-dell-infanzia-di-Panchia2,71
181,F.P.S.M. Delegation,"Via S Antonio,
    
1 -
    
38060    
VILLA LAGARINA",0464-412151,,pedersano.presidente@fpsm.tn.it,,pedersano.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Pedersano
            
",30074,/Scuole/Scuola-dell-infanzia-di-Pedersano2,72
182,F.P.S.M. Delegation,"Piazza Mercato,
    
11 -
    
38074    
DRO",0464-507142,,pietramurata.presidente@fpsm.tn.it,,pietramurata.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Pietramurata
            
",30078,/Scuole/Scuola-dell-infanzia-di-Pietramurata2,73
183,F.P.S.M. Delegation,"Via Fratelli Rizza',
    
14 -
    
38050    
PIEVE TESINO",0461-594733,,pieve.tesino.presidente@fpsm.tn.it,,pieve.tesino.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Pieve Tesino
            
",30080,/Scuole/Scuola-dell-infanzia-di-Pieve-Tesino2,74
184,F.P.S.M. Delegation,"Via Fiera - Creto - Pieve di Bono,
    
9/B -
    
38085    
PIEVE DI BONO-PREZZO",0465-674083,,pieve.bono.presidente@fpsm.tn.it,,pieve.bono.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Pieve di Bono
            
",30082,/Scuole/Scuola-dell-infanzia-di-Pieve-di-Bono2,75
185,F.P.S.M. Delegation,"Piazza Vittorio Veneto - Pilcante,
    
19 -
    
38061    
ALA",0464-672588,,pilcante.presidente@fpsm.tn.it,,pilcante.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Pilcante
            
",30084,/Scuole/Scuola-dell-infanzia-di-Pilcante2,76
186,F.P.S.M. Delegation,"Via Al Sole,
    
43 -
    
38086    
PINZOLO",0465-501019,,pinzolo.presidente@fpsm.tn.it,,pinzolo.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Pinzolo
            
",30086,/Scuole/Scuola-dell-infanzia-di-Pinzolo2,77
187,F.P.S.M. Delegation,"Via S Giovanni Bosco - Ponte Arche - Bleggio Inferiore,
    
7 -
    
38070    
COMANO TERME",0465-702422,,ponte.arche.presidente@fpsm.tn.it,,ponte.arche.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Ponte Arche
            
",30088,/Scuole/Scuola-dell-infanzia-di-Ponte-Arche2,78
188,F.P.S.M. Delegation,"Via Pante',
    
1 -
    
38123    
TRENTO",0461-810049,,povo.presidente@fpsm.tn.it,,povo.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Povo
            
",30090,/Scuole/Scuola-dell-infanzia-di-Povo2,79
189,F.P.S.M. Delegation,"Frazione Vanza,
    
50 -
    
38068    
TRAMBILENO",0464-868074,,trambileno.presidente@fpsm.tn.it,,trambileno.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Pozza di Trambileno
            
",30092,/Scuole/Scuola-dell-infanzia-di-Pozza-di-Trambileno2,80
190,F.P.S.M. Delegation,"Via Pilati,
    
16 -
    
38015    
LAVIS",0461-240394,,pressano.presidente@fpsm.tn.it,,pressano.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Pressano
            
",30096,/Scuole/Scuola-dell-infanzia-di-Pressano2,81
191,F.P.S.M. Delegation,"Frazione Larido,
    
10 -
    
38071    
BLEGGIO SUPERIORE",0465-779575,,quadra.cavrasto.presidente@fpsm.tn.it,,quadra.cavrasto.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Quadra - Cavrasto
            
",30098,/Scuole/Scuola-dell-infanzia-di-Quadra-Cavrasto2,82
192,F.P.S.M. Delegation,"Largo Caduti delle Foibe,
    
2 -
    
38066    
RIVA DEL GARDA",0464-553578,,riva.rione.presidente@fpsm.tn.it,,riva.rione.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Riva  ""Degasperi""
            
",30104,/Scuole/Scuola-dell-infanzia-di-Riva-Degasperi2,83
193,F.P.S.M. Delegation,"Via S Alessandro,
    
10 -
    
38066    
RIVA DEL GARDA",0464-554051,,s.alessandro.presidente@fpsm.tn.it,,s.alessandro.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Riva del Garda  ""S. Alessandro""
            
",30106,/Scuole/Scuola-dell-infanzia-di-Riva-del-Garda-S.-Alessandro2,84
194,F.P.S.M. Delegation,"Via Baldessari,
    
15 -
    
38050    
RONCEGNO TERME",0461-764199,,roncegno.presidente@fpsm.tn.it,,roncegno.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Roncegno
            
",30108,/Scuole/Scuola-dell-infanzia-di-Roncegno2,85
195,F.P.S.M. Delegation,"Via Marchi,
    
14 -
    
38050    
RONCHI VALSUGANA",0461-773197,,ronchi.valsugana.presidente@fpsm.tn.it,,ronchi.valsugana.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Ronchi Valsugana
            
",30110,/Scuole/Scuola-dell-infanzia-di-Ronchi-Valsugana2,86
196,F.P.S.M. Delegation,"Via Edison - Taio,
    
3 -
    
38012    
PREDAIA",0463-468269,,taio.presidente@fpsm.tn.it,,taio.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Taio
            
",30162,/Scuole/Scuola-dell-infanzia-di-Taio2,87
197,F.P.S.M. Delegation,"Via Paradiso,
    
1 -
    
38050    
TELVE",0461-766315,,telve.presidente@fpsm.tn.it,,telve.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Telve
            
",30164,/Scuole/Scuola-dell-infanzia-di-Telve2,88
198,F.P.S.M. Delegation,"Via Brocchetti,
    
53 -
    
38060    
TENNO",0464-503034,,tenno.presidente@fpsm.tn.it,,tenno.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Tenno
            
",30166,/Scuole/Scuola-dell-infanzia-di-Tenno2,89
199,F.P.S.M. Delegation,"Via Marconi,
    
8/A -
    
38055    
GRIGNO",0461-769192,,tezze.presidente@fpsm.tn.it,,tezze.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Tezze Valsugana
            
",30170,/Scuole/Scuola-dell-infanzia-di-Tezze-Valsugana2,90
200,F.P.S.M. Delegation,"Via Fuganti - Tonadico,
    
8 -
    
38054    
PRIMIERO SAN MARTINO DI CASTROZZA",0439-762062,,tonadico.segretario@fpsm.tn.it,,tonadico.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Tonadico
            
",30172,/Scuole/Scuola-dell-infanzia-di-Tonadico2,91
201,F.P.S.M. Delegation,"Via Don Davide Gioppi,
    
72 -
    
38069    
NAGO-TORBOLE",0464-505159,,torbole.presidente@fpsm.tn.it,,torbole.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Torbole
            
",30174,/Scuole/Scuola-dell-infanzia-di-Torbole2,92
202,F.P.S.M. Delegation,"Via Della Fontana,
    
15 -
    
38050    
TORCEGNO",0461-760796,,torcegno.presidente@fpsm.tn.it,,torcegno.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Torcegno
            
",30176,/Scuole/Scuola-dell-infanzia-di-Torcegno2,93
203,F.P.S.M. Delegation,"Piazza Municipio - Transacqua,
    
11 -
    
38054    
PRIMIERO SAN MARTINO DI CASTROZZA",0439-62313,,transacqua.presidente@fpsm.tn.it,,transacqua.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Transacqua
            
",30178,/Scuole/Scuola-dell-infanzia-di-Transacqua2,94
204,F.P.S.M. Delegation,"Via Asilo Pedrotti,
    
2 -
    
38122    
TRENTO",0461-914039,,trento.pedrotti.presidente@fpsm.tn.it,,trento.pedrotti.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Trento  ""Pedrotti""
            
",30182,/Scuole/Scuola-dell-infanzia-di-Trento-Pedrotti2,95
205,F.P.S.M. Delegation,"Via Dei Paradisi,
    
4 -
    
38122    
TRENTO",0461-1482248,,trento.canossiane.segretario@fpsm.tn.it,,trento.canossiane.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Trento  Canossiane
            
",30186,/Scuole/Scuola-dell-infanzia-di-Trento-Canossiane2,96
206,F.P.S.M. Delegation,"Viale Dei Tigli,
    
9/1 -
    
38123    
TRENTO",0461-924555,,trento.s.bartolomeo.segretario@fpsm.tn.it,,trento.s.bartolomeo.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Trento  S. Bartolomeo
            
",30188,/Scuole/Scuola-dell-infanzia-di-Trento-S.-Bartolomeo2,97
207,F.P.S.M. Delegation,"Via Kofler,
    
10 -
    
38121    
TRENTO",+39 0461 235069,+39 0461 983903,cognola.segretario@fpsm.tn.it,,cognola.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Trento Cognola ""B. Kofler""
            
",30194,/Scuole/Scuola-dell-infanzia-di-Trento-Cognola-B.-Kofler2,98
208,F.P.S.M. Delegation,"Via Einaudi,
    
66 -
    
38123    
TRENTO",0461-923464,,trento.clarina.presidente@fpsm.tn.it,,trento.clarina.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Trento La Clarina
            
",30196,/Scuole/Scuola-dell-infanzia-di-Trento-La-Clarina2,99
209,F.P.S.M. Delegation,"Via per Cognola,
    
43 -
    
38122    
TRENTO",+39 0461 260977,+39 0461 983903,cognola.segretario@fpsm.tn.it,,trento.san.dona.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Trento San Donà ""B. Kofler""
            
",30198,/Scuole/Scuola-dell-infanzia-di-Trento-San-Dona-B.-Kofler2,100
210,F.P.S.M. Delegation,"Via Marconi - Tuenno,
    
2 -
    
38019    
VILLE D'ANAUNIA",0463-451238,,tuenno.presidente@fpsm.tn.it,,tuenno.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Tuenno
            
",30200,/Scuole/Scuola-dell-infanzia-di-Tuenno2,101
211,F.P.S.M. Delegation,"Via Sega,
    
5 -
    
38066    
RIVA DEL GARDA",0464-521350,,varone.presidente@fpsm.tn.it,,varone.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Varone
            
",30202,/Scuole/Scuola-dell-infanzia-di-Varone2,102
212,F.P.S.M. Delegation,"Via di S Pietro,
    
26 -
    
38029    
VERMIGLIO",0463-758141,,vermiglio.presidente@fpsm.tn.it,,vermiglio.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Vermiglio
            
",30204,/Scuole/Scuola-dell-infanzia-di-Vermiglio2,103
213,F.P.S.M. Delegation,"Via Dante - Vezzano,
    
24 -
    
38070    
VALLELAGHI",0461-864918,,vezzano.presidente@fpsm.tn.it,,vezzano.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Vezzano
            
",30206,/Scuole/Scuola-dell-infanzia-di-Vezzano2,104
214,F.P.S.M. Delegation,"Via Scuola Materna,
    
1 -
    
38073    
CAVEDINE",0461-566061,,vigo.cavedine.presidente@fpsm.tn.it,,vigo.cavedine.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Vigo Cavedine
            
",30208,/Scuole/Scuola-dell-infanzia-di-Vigo-Cavedine2,105
215,F.P.S.M. Delegation,"Via Madonna Dei Prati,
    
3 -
    
38121    
TRENTO",0461-448252,,vigo.meano.contabile@fpsm.tn.it,,vigo.meano.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Vigo Cortesano
            
",30210,/Scuole/Scuola-dell-infanzia-di-Vigo-Cortesano2,106
216,F.P.S.M. Delegation,"Frazione Vigo Lomaso - Lomaso,
    
1 -
    
38070    
COMANO TERME",0465-701249,,vigo.lomaso.presidente@fpsm.tn.it,,vigo.lomaso.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Vigo Lomaso
            
",30212,/Scuole/Scuola-dell-infanzia-di-Vigo-Lomaso2,107
217,F.P.S.M. Delegation,"Via del Loghét,
    
69 -
    
38121    
TRENTO",0461-990050,,ghiaie.segretario@fpsm.tn.it,,ghiaie.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Ghiaie di Gardolo
            
",30010,/Scuole/Scuola-dell-infanzia-di-Ghiaie-di-Gardolo2,108
218,F.P.S.M. Delegation,"Via Nazario Sauro,
    
25 -
    
38055    
GRIGNO",0461-765333,,grigno.presidente@fpsm.tn.it,,grigno.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Grigno
            
",30012,/Scuole/Scuola-dell-infanzia-di-Grigno2,109
219,F.P.S.M. Delegation,"Piazza delle Nogare,
    
2 -
    
38057    
PERGINE VALSUGANA",0461-532285,,ischia.presidente@fpsm.tn.it,,ischia.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Ischia di Pergine
            
",30014,/Scuole/Scuola-dell-infanzia-di-Ischia-di-Pergine2,110
220,F.P.S.M. Delegation,"Via S Rocco,
    
14 -
    
38040    
LONA-LASES",0461-697101,,lona.presidente@fpsm.tn.it,,lona.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Lona
            
",30022,/Scuole/Scuola-dell-infanzia-di-Lona2,111
221,F.P.S.M. Delegation,"Via Serafini - Madonna di Campiglio,
    
13 -
    
38070    
TRE VILLE",0465-442779,+39 0465 442779,madonna.campiglio.segretario@fpsm.tn.it,,madonna.campiglio.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Madonna di Campiglio
            
",30024,/Scuole/Scuola-dell-infanzia-di-Madonna-di-Campiglio2,112
222,F.P.S.M. Delegation,"Via D Oltrefersina,
    
54 -
    
38057    
PERGINE VALSUGANA",0461-552109,,madrano.segretario@fpsm.tn.it,,madrano.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Madrano
            
",30026,/Scuole/Scuola-dell-infanzia-di-Madrano2,113
223,F.P.S.M. Delegation,"Via Don Rauzi,
    
6 -
    
38027    
MALE'",0463-901925,,male.presidente@fpsm.tn.it,,male.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Malè
            
",30028,/Scuole/Scuola-dell-infanzia-di-Male2,114
224,F.P.S.M. Delegation,"Piazza S Margherita,
    
2 -
    
38050    
RONCEGNO TERME",0461-764505,,marter.segretario@fpsm.tn.it,,marter.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Marter
            
",30032,/Scuole/Scuola-dell-infanzia-di-Marter2,115
225,F.P.S.M. Delegation,"Via Sabbionare,
    
3 -
    
38121    
TRENTO",0461-820233,,martignano.segretario@fpsm.tn.it,,martignano.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Martignano
            
",30034,/Scuole/Scuola-dell-infanzia-di-Martignano-D.-Leone-Serafini2,116
226,F.P.S.M. Delegation,"Via Maffei - San Martino,
    
2 -
    
38062    
ARCO",0464-517719,,massone.presidente@fpsm.tn.it,,massone.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Massone
            
",30038,/Scuole/Scuola-dell-infanzia-di-Massone2,117
227,F.P.S.M. Delegation,"Via Don Luigi Borghesi,
    
35 -
    
38023    
CLES",0463-421247,,mechel.presidente@fpsm.tn.it,,mechel.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Mechel
            
",30040,/Scuole/Scuola-dell-infanzia-di-Mechel2,118
228,F.P.S.M. Delegation,"Via IV Novembre,
    
16 -
    
38050    
MEZZANO",0439-67027,,mezzano.contabile@fpsm.tn.it,,mezzano.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Mezzano
            
",30042,/Scuole/Scuola-dell-infanzia-di-Mezzano2,119
229,F.P.S.M. Delegation,"Via S Giovanni Bosco,
    
4 -
    
38016    
MEZZOCORONA",0461-603933,,mezzocorona.presidente@fpsm.tn.it,,mezzocorona.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Mezzocorona
            
",30044,/Scuole/Scuola-dell-infanzia-di-Mezzocorona2,120
230,F.P.S.M. Delegation,"Corso del Popolo,
    
34/B -
    
38017    
MEZZOLOMBARDO",0461-601324,,mezzolombardo.presidente@fpsm.tn.it,,mezzolombardo.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Mezzolombardo
            
",30046,/Scuole/Scuola-dell-infanzia-di-Mezzolombardo2,121
231,F.P.S.M. Delegation,"Strada don Giovanni Jori,
    
10 -
    
38035    
MOENA - MOENA",0462-573277,,moena.presidente@fpsm.tn.it,,moena.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Moena
            
",30048,/Scuole/Scuola-dell-infanzia-di-Moena2,122
232,F.P.S.M. Delegation,"Via Sartori - Molina di Ledro,
    
25 -
    
38067    
LEDRO",0464-508477,,molina.ledro.presidente@fpsm.tn.it,,molina.ledro.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Molina di  Ledro
            
",30050,/Scuole/Scuola-dell-infanzia-di-Molina-di-Ledro2,123
233,F.P.S.M. Delegation,"Via Della Pausa - Mollaro,
    
1 -
    
38012    
PREDAIA",0463-469224,,mollaro.contabile@fpsm.tn.it,,mollaro.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Mollaro
            
",30052,/Scuole/Scuola-dell-infanzia-di-Mollaro2,124
234,F.P.S.M. Delegation,"Piazza S Carlo,
    
20 -
    
38018    
MOLVENO",0461-586969,,molveno.presidente@fpsm.tn.it,,molveno.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Molveno
            
",30054,/Scuole/Scuola-dell-infanzia-di-Molveno2,125
235,F.P.S.M. Delegation,"Via Capitano Santuari,
    
1 -
    
38048    
SOVER",0461-698351,,sover.presidente@fpsm.tn.it,,sover.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Montesover
            
",30056,/Scuole/Scuola-dell-infanzia-di-Montesover2,126
236,F.P.S.M. Delegation,"Via Scuole,
    
3 -
    
38065    
MORI",0464-918156,,mori.segretario@fpsm.tn.it,,mori.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Mori
            
",30058,/Scuole/Scuola-dell-infanzia-di-Mori2,127
237,F.P.S.M. Delegation,"Localita Tezze - Nago,
     -
    
38069    
NAGO-TORBOLE",0464-506097,,nago.segretario@fpsm.tn.it,,nago.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Nago
            
",30060,/Scuole/Scuola-dell-infanzia-di-Nago2,128
238,F.P.S.M. Delegation,"Via Del Car,
    
40 -
    
38060    
RONZO-CHIENIS",0464-802944,,ronzo.chienis.presidente@fpsm.tn.it,,ronzo.chienis.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Ronzo-Chienis
            
",30116,/Scuole/Scuola-dell-infanzia-di-Ronzo-Chienis2,129
239,Autonomous Manegement,"Via S Maria,
    
58 -
    
38068    
ROVERETO",0464-420061,,asilovannetti@pec.it,,asilovannetti@gmail.com,,,"

                
Scuola dell'Infanzia di Rovereto  ""Clementino Vannetti""
            
",30118,/Scuole/Scuola-dell-infanzia-di-Rovereto-Clementino-Vannetti2,130
240,F.P.S.M. Delegation,"Corso Rosmini,
    
3 -
    
38068    
ROVERETO",0464-421541,,rovereto.rosmini.presidente@fpsm.tn.it,,rovereto.rosmini.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Rovereto ""Rosmini""
            
",30120,/Scuole/Scuola-dell-infanzia-di-Rovereto-Rosmini2,131
241,F.P.S.M. Delegation,"Frazione Santa Croce di Bleggio Inferiore,
    
7 -
    
38070    
COMANO TERME",0465-779900,,s.croce.presidente@fpsm.tn.it,,s.croce.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di S. Croce Bleggio
            
",30122,/Scuole/Scuola-dell-infanzia-di-S.-Croce-Bleggio2,132
242,F.P.S.M. Delegation,"Strada del Toat - San Lorenzo,
    
4 -
    
38078    
SAN LORENZO DORSINO",0465-734005,,san.lorenzo.banale.segretario@fpsm.tn.it,,san.lorenzo.banale.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di S. Lorenzo In Banale
            
",30124,/Scuole/Scuola-dell-infanzia-di-S.-Lorenzo-in-Banale2,133
243,F.P.S.M. Delegation,"Via Gazzoletti - Santa Margherita,
    
35 -
    
38061    
ALA",0464-696494,,s.margherita.presidente@fpsm.tn.it,,s.margherita.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di S. Margherita di Ala
            
",30126,/Scuole/Scuola-dell-infanzia-di-S.-Margherita-di-Ala2,134
244,F.P.S.M. Delegation,"Piazza Conciliazione,
    
3/B -
    
38063    
AVIO",0464-683225,,sabbionara.presidente@fpsm.tn.it,,sabbionara.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Sabbionara
            
",30128,/Scuole/Scuola-dell-infanzia-di-Sabbionara2,135
245,F.P.S.M. Delegation,"Via Laghetto - San Martino Di Castrozza,
    
30 -
    
38054    
PRIMIERO SAN MARTINO DI CASTROZZA",0439-768666,,s.martino.castrozza.presidente@fpsm.tn.it,,s.martino.castrozza.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di San Martino di C.
            
",30130,/Scuole/Scuola-dell-infanzia-di-San-Martino-di-C2,136
246,F.P.S.M. Delegation,"Via Caffaro - Sarche - Calavino,
    
6 -
    
38076    
MADRUZZO",0461-564028,,sarche.presidente@fpsm.tn.it,,sarche.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Sarche
            
",30132,/Scuole/Scuola-dell-infanzia-di-Sarche2,137
247,F.P.S.M. Delegation,"Via Visintainer,
    
15 -
    
38050    
SCURELLE",0461-762268,,scurelle.presidente@fpsm.tn.it,,scurelle.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Scurelle
            
",30134,/Scuole/Scuola-dell-infanzia-di-Scurelle2,138
248,F.P.S.M. Delegation,"Via Sonora - Segno - Taio,
    
18 -
    
38012    
PREDAIA",0463-468064,,segno.presidente@fpsm.tn.it,,segno.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Segno
            
",30136,/Scuole/Scuola-dell-infanzia-di-Segno2,139
249,F.P.S.M. Delegation,"Frazione Stedro,
    
80 -
    
38047    
SEGONZANO",327-3311981,,segonzano.presidente@fpsm.tn.it,,segonzano.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Segonzano
            
",30138,/Scuole/Scuola-dell-infanzia-di-Segonzano2,140
250,F.P.S.M. Delegation,"Via Ingenger Tomasi - Serravalle,
    
5 -
    
38061    
ALA",0464-696304,,serravalle.presidente@fpsm.tn.it,,serravalle.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Serravalle
            
",30140,/Scuole/Scuola-dell-infanzia-di-Serravalle2,141
251,F.P.S.M. Delegation,"Via Asilo - Siror,
    
1 -
    
38054    
PRIMIERO SAN MARTINO DI CASTROZZA",0439-62790,,siror.presidente@fpsm.tn.it,,siror.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Siror
            
",30144,/Scuole/Scuola-dell-infanzia-di-Siror2,142
252,F.P.S.M. Delegation,"Via Torre - Smarano,
    
6 -
    
38012    
PREDAIA",0463-536702,,smarano.presidente@fpsm.tn.it,,smarano.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Smarano
            
",30146,/Scuole/Scuola-dell-infanzia-di-Smarano2,143
253,F.P.S.M. Delegation,"Via Canelli - Sopramonte,
    
5 -
    
38123    
TRENTO",0461-867021,,sopramonte.presidente@fpsm.tn.it,,sopramonte.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Sopramonte
            
",30148,/Scuole/Scuola-dell-infanzia-di-Sopramonte2,144
254,F.P.S.M. Delegation,"Via S Vigilio,
    
5 -
    
38088    
SPIAZZO",0465-801326,,spiazzo.rendena.contabile@fpsm.tn.it,,spiazzo.rendena.segretario@fpsm.tn.it,,,"

                
Scuola dell'Infanzia di Spiazzo Rendena
            
",30150,/Scuole/Scuola-dell-infanzia-di-Spiazzo-Rendena2,145
