,Unnamed: 0,school_type,address,phone_number,fax_number,school_email,management_email,office_email,website,miur_code,school_name,school_id,institute_id,institute_id_number,municipalityISTITUTO
154,154,Provincial,"Strèda de Marin, 3/A",+39 0462 763702,+39 0462 760001,scuolaladinadifassa@pec.provincia.tn.it,dir.scuolaladinadifassa@scuole.provincia.tn.it,segr.scuolaladinadifassa@scuole.provincia.tn.it,http://www.scuoladifassa.it,TNMM85001R,"SCUOLA SECONDARIA DI PRIMO GRADO ""T. SORARUF"" CAMPITELLO DI FASSA",29916,/Scuole/SCUOLA-LADINA-DI-FASSA-SCOLA-LADINA-DE-FASCIA2,49,Campitello di Fassa
155,155,Provincial,"Strada Dolomites - Pozza di Fassa, 67",+39 0462 763702,+39 0462 760001,scuolaladinadifassa@pec.provincia.tn.it,dir.scuolaladinadifassa@scuole.provincia.tn.it,segr.scuolaladinadifassa@scuole.provincia.tn.it,http://www.scuoladifassa.it,TNMM85003V,SCUOLA SECONDARIA DI PRIMO GRADO POZZA DI FASSA,29917,/Scuole/SCUOLA-LADINA-DI-FASSA-SCOLA-LADINA-DE-FASCIA2,49,San Giovanni di Fassa
156,156,Autonomous Manegement,"Via Murialdo, 30",+39 0461 857003,+39 0461 857284,oxford@pec.cooperazionetrentina.it,,info@istitutodecarneri.it,http://www.istitutodecarneri.it,TNRI015007,ISTITUTO PROFESSIONALE PER IL SETTORE DEI SERVIZI,29919,/Scuole/SOCIETA-COOPERATIVA-A-R.L.-I.-DE-CARNERI-OXFORD-CIVEZZANO2,50,Civezzano
157,157,Autonomous Manegement,"Via Murialdo, 30",+39 0461 857003,+39 0461 857284,oxford@pec.cooperazionetrentina.it,,info@istitutodecarneri.it,http://www.istitutodecarneri.it,TNTN01500Q,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,29920,/Scuole/SOCIETA-COOPERATIVA-A-R.L.-I.-DE-CARNERI-OXFORD-CIVEZZANO2,50,Civezzano
158,158,Autonomous Manegement,"Via Murialdo, 30",+39 0461 857003,+39 0461 857284,oxford@pec.cooperazionetrentina.it,,info@istitutodecarneri.it,http://www.istitutodecarneri.it,TNTE045005,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,29921,/Scuole/SOCIETA-COOPERATIVA-A-R.L.-I.-DE-CARNERI-OXFORD-CIVEZZANO2,50,Civezzano
159,159,Autonomous Manegement,"Via Murialdo, 30",+39 0461 857003,+39 0461 857284,oxford@pec.cooperazionetrentina.it,,info@istitutodecarneri.it,http://www.istitutodecarneri.it,TNFP269STA,SETTORE SERVIZI,29922,/Scuole/SOCIETA-COOPERATIVA-A-R.L.-I.-DE-CARNERI-OXFORD-CIVEZZANO2,50,Civezzano
160,160,F.P.S.M. Delegation,"Via S Antonio, 22",0461-689486,+39 0461 723325,albiano.presidente@fpsm.tn.it,,albiano.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI ALBIANO,29928,/Scuole/Scuola-dell-infanzia-di-Albiano2,51,Albiano
161,161,F.P.S.M. Delegation,"Via XXV Aprile, 5",0461-842597,,aldeno.presidente@fpsm.tn.it,,aldeno.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI ALDENO,29930,/Scuole/Scuola-dell-infanzia-di-Aldeno2,52,Aldeno
162,162,F.P.S.M. Delegation,"Via Paganella, 5",0461-585898,,andalo.presidente@fpsm.tn.it,,andalo.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI ANDALO,29932,/Scuole/Scuola-dell-infanzia-di-Andalo2,53,Andalo
163,163,F.P.S.M. Delegation,"Viale Capitelli, 16",0464-516369,,arco.segretario@fpsm.tn.it,,arco.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI ARCO,29934,/Scuole/Scuola-dell-infanzia-di-Arco2,54,Arco
164,164,F.P.S.M. Delegation,"Via Dante, 5",0464-684102,,avio.presidente@fpsm.tn.it,,avio.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI AVIO,29936,/Scuole/Scuola-dell-infanzia-di-Avio2,55,Avio
165,165,F.P.S.M. Delegation,"Via di S Taddeo, 8",0461-707295,,barco.presidente@fpsm.tn.it,,barco.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI BARCO DI LEVICO,29938,/Scuole/Scuola-dell-infanzia-di-Barco-di-Levico2,56,Levico Terme
166,166,F.P.S.M. Delegation,"Piazza Vittoria, 1",0464-516315,,bolognano.presidente@fpsm.tn.it,,bolognano.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI BOLOGNANO,29940,/Scuole/Scuola-dell-infanzia-di-Bolognano2,57,Arco
167,167,F.P.S.M. Delegation,"Via Giusti, 46",0465-299996,,bondone.presidente@fpsm.tn.it,,bondone.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI BONDONE,29942,/Scuole/Scuola-dell-infanzia-di-Bondone2,58,Bondone
168,168,F.P.S.M. Delegation,"Via Fedrigotti, 9",0464-430541,,borgo.sacco.presidente@fpsm.tn.it,,borgo.sacco.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI BORGO SACCO,29944,/Scuole/Scuola-dell-infanzia-di-Borgo-Sacco2,59,Rovereto
169,169,F.P.S.M. Delegation,"Piazza Romani, 8",0461-754771,,borgo.valsugana.presidente@fpsm.tn.it,,borgo.valsugana.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI BORGO VALSUGANA,29946,/Scuole/Scuola-dell-infanzia-di-Borgo-Valsugana2,60,Borgo Valsugana
170,170,F.P.S.M. Delegation,"Via Mantova, 5",0464-395628,,brentonico.segretario@fpsm.tn.it,,brentonico.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI BRENTONICO,29948,/Scuole/Scuola-dell-infanzia-di-Brentonico2,61,Brentonico
171,171,F.P.S.M. Delegation,"Via Cavour, 2",0461-723325,,calceranica.contabile@fpsm.tn.it,,calceranica.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI CALCERANICA,29950,/Scuole/Scuola-dell-infanzia-di-Calceranica2,62,Calceranica al Lago
172,172,F.P.S.M. Delegation,"Via Asilo, 1",0461-724658,,caldonazzo.presidente@fpsm.tn.it,,caldonazzo.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI CALDONAZZO,29952,/Scuole/Scuola-dell-infanzia-di-Caldonazzo2,63,Caldonazzo
173,173,F.P.S.M. Delegation,"Strèda sènc Felip e Giacum, 9",0462-750470,,campitello.presidente@fpsm.tn.it,,campitello.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI CAMPITELLO DI FASSA,29954,/Scuole/Scuola-dell-infanzia-di-Campitello-di-Fassa2,64,Campitello di Fassa
174,174,F.P.S.M. Delegation,"Via S Maurizio, 3",0461-655166,,campodenno.presidente@fpsm.tn.it,,campodenno.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI CAMPODENNO,29956,/Scuole/Scuola-dell-infanzia-di-Campodenno2,65,Campodenno
175,175,F.P.S.M. Delegation,"Via Giovanelli, 40",0462-341759,,carano.presidente@fpsm.tn.it,,carano.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI CARANO,29958,/Scuole/Scuola-dell-infanzia-di-Carano2,66,Ville di Fiemme
176,176,F.P.S.M. Delegation,"Via IV Novembre, 34/A",0461-870656,,nave.presidente@fpsm.tn.it,,nave.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI NAVE SAN ROCCO,30062,/Scuole/Scuola-dell-infanzia-di-Nave-San-Rocco2,67,Terre d'Adige
177,177,F.P.S.M. Delegation,"Via Baroni Del Moll, 2",0464-835294,,nomi.segretario@fpsm.tn.it,,nomi.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI NOMI,30064,/Scuole/Scuola-dell-infanzia-di-Nomi2,68,Nomi
178,178,F.P.S.M. Delegation,"Via XX Settembre, 5",+39 347 0362437,,ospedaletto.presidente@fpsm.tn.it,,ospedaletto.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI OSPEDALETTO,30066,/Scuole/Scuola-dell-infanzia-di-Ospedaletto2,69,Ospedaletto
179,179,F.P.S.M. Delegation,"Via alle Cime - Padergnone, 14",0461-864358,,padergnone.presidente@fpsm.tn.it,,padergnone.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI PADERGNONE,30070,/Scuole/Scuola-dell-infanzia-di-Padergnone2,70,Vallelaghi
180,180,F.P.S.M. Delegation,"Piazza Chiesa, 6",0462-814141,,panchia.presidente@fpsm.tn.it,,panchia.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI PANCHIÀ,30072,/Scuole/Scuola-dell-infanzia-di-Panchia2,71,Panchià
181,181,F.P.S.M. Delegation,"Via S Antonio, 1",0464-412151,,pedersano.presidente@fpsm.tn.it,,pedersano.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI PEDERSANO,30074,/Scuole/Scuola-dell-infanzia-di-Pedersano2,72,Villa Lagarina
182,182,F.P.S.M. Delegation,"Piazza Mercato, 11",0464-507142,,pietramurata.presidente@fpsm.tn.it,,pietramurata.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI PIETRAMURATA,30078,/Scuole/Scuola-dell-infanzia-di-Pietramurata2,73,Dro
183,183,F.P.S.M. Delegation,"Via Fratelli Rizza', 14",0461-594733,,pieve.tesino.presidente@fpsm.tn.it,,pieve.tesino.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI PIEVE TESINO,30080,/Scuole/Scuola-dell-infanzia-di-Pieve-Tesino2,74,Pieve Tesino
184,184,F.P.S.M. Delegation,"Via Fiera - Creto - Pieve di Bono, 9/B",0465-674083,,pieve.bono.presidente@fpsm.tn.it,,pieve.bono.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI PIEVE DI BONO,30082,/Scuole/Scuola-dell-infanzia-di-Pieve-di-Bono2,75,Pieve di Bono-Prezzo
185,185,F.P.S.M. Delegation,"Piazza Vittorio Veneto - Pilcante, 19",0464-672588,,pilcante.presidente@fpsm.tn.it,,pilcante.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI PILCANTE,30084,/Scuole/Scuola-dell-infanzia-di-Pilcante2,76,Ala
186,186,F.P.S.M. Delegation,"Via Al Sole, 43",0465-501019,,pinzolo.presidente@fpsm.tn.it,,pinzolo.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI PINZOLO,30086,/Scuole/Scuola-dell-infanzia-di-Pinzolo2,77,Pinzolo
187,187,F.P.S.M. Delegation,"Via S Giovanni Bosco - Ponte Arche - Bleggio Inferiore, 7",0465-702422,,ponte.arche.presidente@fpsm.tn.it,,ponte.arche.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI PONTE ARCHE,30088,/Scuole/Scuola-dell-infanzia-di-Ponte-Arche2,78,Comano Terme
188,188,F.P.S.M. Delegation,"Via Pante', 1",0461-810049,,povo.presidente@fpsm.tn.it,,povo.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI POVO,30090,/Scuole/Scuola-dell-infanzia-di-Povo2,79,Trento
189,189,F.P.S.M. Delegation,"Frazione Vanza, 50",0464-868074,,trambileno.presidente@fpsm.tn.it,,trambileno.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI POZZA DI TRAMBILENO,30092,/Scuole/Scuola-dell-infanzia-di-Pozza-di-Trambileno2,80,Trambileno
190,190,F.P.S.M. Delegation,"Via Pilati, 16",0461-240394,,pressano.presidente@fpsm.tn.it,,pressano.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI PRESSANO,30096,/Scuole/Scuola-dell-infanzia-di-Pressano2,81,Lavis
191,191,F.P.S.M. Delegation,"Frazione Larido, 10",0465-779575,,quadra.cavrasto.presidente@fpsm.tn.it,,quadra.cavrasto.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI QUADRA - CAVRASTO,30098,/Scuole/Scuola-dell-infanzia-di-Quadra-Cavrasto2,82,Bleggio Superiore
192,192,F.P.S.M. Delegation,"Largo Caduti delle Foibe, 2",0464-553578,,riva.rione.presidente@fpsm.tn.it,,riva.rione.segretario@fpsm.tn.it,,,"SCUOLA DELL'INFANZIA DI RIVA ""DEGASPERI""",30104,/Scuole/Scuola-dell-infanzia-di-Riva-Degasperi2,83,Riva del Garda
193,193,F.P.S.M. Delegation,"Via S Alessandro, 10",0464-554051,,s.alessandro.presidente@fpsm.tn.it,,s.alessandro.segretario@fpsm.tn.it,,,"SCUOLA DELL'INFANZIA DI RIVA DEL GARDA ""S. ALESSANDRO""",30106,/Scuole/Scuola-dell-infanzia-di-Riva-del-Garda-S.-Alessandro2,84,Riva del Garda
194,194,F.P.S.M. Delegation,"Via Baldessari, 15",0461-764199,,roncegno.presidente@fpsm.tn.it,,roncegno.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI RONCEGNO,30108,/Scuole/Scuola-dell-infanzia-di-Roncegno2,85,Roncegno Terme
195,195,F.P.S.M. Delegation,"Via Marchi, 14",0461-773197,,ronchi.valsugana.presidente@fpsm.tn.it,,ronchi.valsugana.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI RONCHI VALSUGANA,30110,/Scuole/Scuola-dell-infanzia-di-Ronchi-Valsugana2,86,Ronchi Valsugana
196,196,F.P.S.M. Delegation,"Via Edison - Taio, 3",0463-468269,,taio.presidente@fpsm.tn.it,,taio.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TAIO,30162,/Scuole/Scuola-dell-infanzia-di-Taio2,87,Predaia
197,197,F.P.S.M. Delegation,"Via Paradiso, 1",0461-766315,,telve.presidente@fpsm.tn.it,,telve.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TELVE,30164,/Scuole/Scuola-dell-infanzia-di-Telve2,88,Telve
198,198,F.P.S.M. Delegation,"Via Brocchetti, 53",0464-503034,,tenno.presidente@fpsm.tn.it,,tenno.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TENNO,30166,/Scuole/Scuola-dell-infanzia-di-Tenno2,89,Tenno
199,199,F.P.S.M. Delegation,"Via Marconi, 8/A",0461-769192,,tezze.presidente@fpsm.tn.it,,tezze.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TEZZE VALSUGANA,30170,/Scuole/Scuola-dell-infanzia-di-Tezze-Valsugana2,90,Grigno
200,200,F.P.S.M. Delegation,"Via Fuganti - Tonadico, 8",0439-762062,,tonadico.segretario@fpsm.tn.it,,tonadico.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TONADICO,30172,/Scuole/Scuola-dell-infanzia-di-Tonadico2,91,Primiero San Martino di Castrozza
201,201,F.P.S.M. Delegation,"Via Don Davide Gioppi, 72",0464-505159,,torbole.presidente@fpsm.tn.it,,torbole.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TORBOLE,30174,/Scuole/Scuola-dell-infanzia-di-Torbole2,92,Nago-Torbole
202,202,F.P.S.M. Delegation,"Via Della Fontana, 15",0461-760796,,torcegno.presidente@fpsm.tn.it,,torcegno.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TORCEGNO,30176,/Scuole/Scuola-dell-infanzia-di-Torcegno2,93,Torcegno
203,203,F.P.S.M. Delegation,"Piazza Municipio - Transacqua, 11",0439-62313,,transacqua.presidente@fpsm.tn.it,,transacqua.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TRANSACQUA,30178,/Scuole/Scuola-dell-infanzia-di-Transacqua2,94,Primiero San Martino di Castrozza
204,204,F.P.S.M. Delegation,"Via Asilo Pedrotti, 2",0461-914039,,trento.pedrotti.presidente@fpsm.tn.it,,trento.pedrotti.segretario@fpsm.tn.it,,,"SCUOLA DELL'INFANZIA DI TRENTO ""PEDROTTI""",30182,/Scuole/Scuola-dell-infanzia-di-Trento-Pedrotti2,95,Trento
205,205,F.P.S.M. Delegation,"Via Dei Paradisi, 4",0461-1482248,,trento.canossiane.segretario@fpsm.tn.it,,trento.canossiane.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TRENTO CANOSSIANE,30186,/Scuole/Scuola-dell-infanzia-di-Trento-Canossiane2,96,Trento
206,206,F.P.S.M. Delegation,"Viale Dei Tigli, 9/1",0461-924555,,trento.s.bartolomeo.segretario@fpsm.tn.it,,trento.s.bartolomeo.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TRENTO S. BARTOLOMEO,30188,/Scuole/Scuola-dell-infanzia-di-Trento-S.-Bartolomeo2,97,Trento
207,207,F.P.S.M. Delegation,"Via Kofler, 10",+39 0461 235069,+39 0461 983903,cognola.segretario@fpsm.tn.it,,cognola.segretario@fpsm.tn.it,,,"SCUOLA DELL'INFANZIA DI TRENTO COGNOLA ""B. KOFLER""",30194,/Scuole/Scuola-dell-infanzia-di-Trento-Cognola-B.-Kofler2,98,Trento
208,208,F.P.S.M. Delegation,"Via Einaudi, 66",0461-923464,,trento.clarina.presidente@fpsm.tn.it,,trento.clarina.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TRENTO LA CLARINA,30196,/Scuole/Scuola-dell-infanzia-di-Trento-La-Clarina2,99,Trento
209,209,F.P.S.M. Delegation,"Via per Cognola, 43",+39 0461 260977,+39 0461 983903,cognola.segretario@fpsm.tn.it,,trento.san.dona.segretario@fpsm.tn.it,,,"SCUOLA DELL'INFANZIA DI TRENTO SAN DONÀ ""B. KOFLER""",30198,/Scuole/Scuola-dell-infanzia-di-Trento-San-Dona-B.-Kofler2,100,Trento
210,210,F.P.S.M. Delegation,"Via Marconi - Tuenno, 2",0463-451238,,tuenno.presidente@fpsm.tn.it,,tuenno.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI TUENNO,30200,/Scuole/Scuola-dell-infanzia-di-Tuenno2,101,Ville d'Anaunia
211,211,F.P.S.M. Delegation,"Via Sega, 5",0464-521350,,varone.presidente@fpsm.tn.it,,varone.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI VARONE,30202,/Scuole/Scuola-dell-infanzia-di-Varone2,102,Riva del Garda
212,212,F.P.S.M. Delegation,"Via di S Pietro, 26",0463-758141,,vermiglio.presidente@fpsm.tn.it,,vermiglio.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI VERMIGLIO,30204,/Scuole/Scuola-dell-infanzia-di-Vermiglio2,103,Vermiglio
213,213,F.P.S.M. Delegation,"Via Dante - Vezzano, 24",0461-864918,,vezzano.presidente@fpsm.tn.it,,vezzano.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI VEZZANO,30206,/Scuole/Scuola-dell-infanzia-di-Vezzano2,104,Vallelaghi
214,214,F.P.S.M. Delegation,"Via Scuola Materna, 1",0461-566061,,vigo.cavedine.presidente@fpsm.tn.it,,vigo.cavedine.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI VIGO CAVEDINE,30208,/Scuole/Scuola-dell-infanzia-di-Vigo-Cavedine2,105,Cavedine
215,215,F.P.S.M. Delegation,"Via Madonna Dei Prati, 3",0461-448252,,vigo.meano.contabile@fpsm.tn.it,,vigo.meano.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI VIGO CORTESANO,30210,/Scuole/Scuola-dell-infanzia-di-Vigo-Cortesano2,106,Trento
216,216,F.P.S.M. Delegation,"Frazione Vigo Lomaso - Lomaso, 1",0465-701249,,vigo.lomaso.presidente@fpsm.tn.it,,vigo.lomaso.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI VIGO LOMASO,30212,/Scuole/Scuola-dell-infanzia-di-Vigo-Lomaso2,107,Comano Terme
217,217,F.P.S.M. Delegation,"Via del Loghét, 69",0461-990050,,ghiaie.segretario@fpsm.tn.it,,ghiaie.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI GHIAIE DI GARDOLO,30010,/Scuole/Scuola-dell-infanzia-di-Ghiaie-di-Gardolo2,108,Trento
218,218,F.P.S.M. Delegation,"Via Nazario Sauro, 25",0461-765333,,grigno.presidente@fpsm.tn.it,,grigno.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI GRIGNO,30012,/Scuole/Scuola-dell-infanzia-di-Grigno2,109,Grigno
219,219,F.P.S.M. Delegation,"Piazza delle Nogare, 2",0461-532285,,ischia.presidente@fpsm.tn.it,,ischia.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI ISCHIA DI PERGINE,30014,/Scuole/Scuola-dell-infanzia-di-Ischia-di-Pergine2,110,Pergine Valsugana
220,220,F.P.S.M. Delegation,"Via S Rocco, 14",0461-697101,,lona.presidente@fpsm.tn.it,,lona.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI LONA,30022,/Scuole/Scuola-dell-infanzia-di-Lona2,111,Lona-Lases
221,221,F.P.S.M. Delegation,"Via Serafini - Madonna di Campiglio, 13",0465-442779,+39 0465 442779,madonna.campiglio.segretario@fpsm.tn.it,,madonna.campiglio.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MADONNA DI CAMPIGLIO,30024,/Scuole/Scuola-dell-infanzia-di-Madonna-di-Campiglio2,112,Tre Ville
222,222,F.P.S.M. Delegation,"Via D Oltrefersina, 54",0461-552109,,madrano.segretario@fpsm.tn.it,,madrano.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MADRANO,30026,/Scuole/Scuola-dell-infanzia-di-Madrano2,113,Pergine Valsugana
223,223,F.P.S.M. Delegation,"Via Don Rauzi, 6",0463-901925,,male.presidente@fpsm.tn.it,,male.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MALÈ,30028,/Scuole/Scuola-dell-infanzia-di-Male2,114,Malè
224,224,F.P.S.M. Delegation,"Piazza S Margherita, 2",0461-764505,,marter.segretario@fpsm.tn.it,,marter.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MARTER,30032,/Scuole/Scuola-dell-infanzia-di-Marter2,115,Roncegno Terme
225,225,F.P.S.M. Delegation,"Via Sabbionare, 3",0461-820233,,martignano.segretario@fpsm.tn.it,,martignano.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MARTIGNANO,30034,/Scuole/Scuola-dell-infanzia-di-Martignano-D.-Leone-Serafini2,116,Trento
226,226,F.P.S.M. Delegation,"Via Maffei - San Martino, 2",0464-517719,,massone.presidente@fpsm.tn.it,,massone.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MASSONE,30038,/Scuole/Scuola-dell-infanzia-di-Massone2,117,Arco
227,227,F.P.S.M. Delegation,"Via Don Luigi Borghesi, 35",0463-421247,,mechel.presidente@fpsm.tn.it,,mechel.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MECHEL,30040,/Scuole/Scuola-dell-infanzia-di-Mechel2,118,Cles
228,228,F.P.S.M. Delegation,"Via IV Novembre, 16",0439-67027,,mezzano.contabile@fpsm.tn.it,,mezzano.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MEZZANO,30042,/Scuole/Scuola-dell-infanzia-di-Mezzano2,119,Mezzano
229,229,F.P.S.M. Delegation,"Via S Giovanni Bosco, 4",0461-603933,,mezzocorona.presidente@fpsm.tn.it,,mezzocorona.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MEZZOCORONA,30044,/Scuole/Scuola-dell-infanzia-di-Mezzocorona2,120,Mezzocorona
230,230,F.P.S.M. Delegation,"Corso del Popolo, 34/B",0461-601324,,mezzolombardo.presidente@fpsm.tn.it,,mezzolombardo.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MEZZOLOMBARDO,30046,/Scuole/Scuola-dell-infanzia-di-Mezzolombardo2,121,Mezzolombardo
231,231,F.P.S.M. Delegation,"Strada don Giovanni Jori, 10",0462-573277,,moena.presidente@fpsm.tn.it,,moena.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MOENA,30048,/Scuole/Scuola-dell-infanzia-di-Moena2,122,Moena
232,232,F.P.S.M. Delegation,"Via Sartori - Molina di Ledro, 25",0464-508477,,molina.ledro.presidente@fpsm.tn.it,,molina.ledro.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MOLINA DI LEDRO,30050,/Scuole/Scuola-dell-infanzia-di-Molina-di-Ledro2,123,Ledro
233,233,F.P.S.M. Delegation,"Via Della Pausa - Mollaro, 1",0463-469224,,mollaro.contabile@fpsm.tn.it,,mollaro.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MOLLARO,30052,/Scuole/Scuola-dell-infanzia-di-Mollaro2,124,Predaia
234,234,F.P.S.M. Delegation,"Piazza S Carlo, 20",0461-586969,,molveno.presidente@fpsm.tn.it,,molveno.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MOLVENO,30054,/Scuole/Scuola-dell-infanzia-di-Molveno2,125,Molveno
235,235,F.P.S.M. Delegation,"Via Capitano Santuari, 1",0461-698351,,sover.presidente@fpsm.tn.it,,sover.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MONTESOVER,30056,/Scuole/Scuola-dell-infanzia-di-Montesover2,126,Sover
236,236,F.P.S.M. Delegation,"Via Scuole, 3",0464-918156,,mori.segretario@fpsm.tn.it,,mori.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI MORI,30058,/Scuole/Scuola-dell-infanzia-di-Mori2,127,Mori
237,237,F.P.S.M. Delegation,"Localita Tezze - Nago,",0464-506097,,nago.segretario@fpsm.tn.it,,nago.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI NAGO,30060,/Scuole/Scuola-dell-infanzia-di-Nago2,128,Nago-Torbole
238,238,F.P.S.M. Delegation,"Via Del Car, 40",0464-802944,,ronzo.chienis.presidente@fpsm.tn.it,,ronzo.chienis.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI RONZO-CHIENIS,30116,/Scuole/Scuola-dell-infanzia-di-Ronzo-Chienis2,129,Ronzo-Chienis
239,239,Autonomous Manegement,"Via S Maria, 58",0464-420061,,asilovannetti@pec.it,,asilovannetti@gmail.com,,,"SCUOLA DELL'INFANZIA DI ROVERETO ""CLEMENTINO VANNETTI""",30118,/Scuole/Scuola-dell-infanzia-di-Rovereto-Clementino-Vannetti2,130,Rovereto
240,240,F.P.S.M. Delegation,"Corso Rosmini, 3",0464-421541,,rovereto.rosmini.presidente@fpsm.tn.it,,rovereto.rosmini.segretario@fpsm.tn.it,,,"SCUOLA DELL'INFANZIA DI ROVERETO ""ROSMINI""",30120,/Scuole/Scuola-dell-infanzia-di-Rovereto-Rosmini2,131,Rovereto
241,241,F.P.S.M. Delegation,"Frazione Santa Croce di Bleggio Inferiore, 7",0465-779900,,s.croce.presidente@fpsm.tn.it,,s.croce.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI S. CROCE BLEGGIO,30122,/Scuole/Scuola-dell-infanzia-di-S.-Croce-Bleggio2,132,Comano Terme
242,242,F.P.S.M. Delegation,"Strada del Toat - San Lorenzo, 4",0465-734005,,san.lorenzo.banale.segretario@fpsm.tn.it,,san.lorenzo.banale.segretario@fpsm.tn.it,,,SCUOLA DELL'INFANZIA DI S. LORENZO IN BANALE,30124,/Scuole/Scuola-dell-infanzia-di-S.-Lorenzo-in-Banale2,133,San Lorenzo Dorsino
